Word	Category	WordClass	TranslationEng	TranslationEpo	Do not remove (Proofreading)	Tags	SearchTermsEng	TransNote	LexiliAsel	Hyphenation	Synonyms	Antonyms	slug_mod	OfficialWord	TranslationSpa	TranslationDeu	TranslationFra	TranslationRus	TranslationZho	TranslationHin	TranslationAra	Etymological support	
matematili	derived	t	adj: mathematical; adv: mathematically	matematika					matemati + -li					FALSE	matemático; matemáticamente	mathematisch	mathématique	математический	数学的				
materyalli	derived	t	adj: material (_of material_); adv: materially	materiala; materiale				kompara: maderili	materyal + -li					FALSE	material (_de material_)								
matreli	derived	t	adj: maternal; adv: maternally	patrina; patrine					matre + -li					FALSE	materno								
matresim	derived	t	adj: motherly	patrineca; patrinece					matre + -sim					FALSE	maternal; maternalmente								
maxim	root	t	adj: the most; adv: (the) most	plej		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Am oko maximum.			minim		TRUE	el más, más (_de manera máxima_), máximamente, máxime								
maxim bon	phrase	t	adj: (the) best; adv: best	plej bona; plej bone					maxim, bon					FALSE	el mejor								
maximum	root	t	adj: maximum, maximal, as much as possible, as much (_of something_) as possible; adv: at most, no more than	maksimuma; maksimume		500 maxim pimpan genulexi ji fikso, bage 3 de lista 500			Fransesa (maximum), Espanisa (maximo), Englisa (maximum), Doycisa (maximal), Rusisa (максимум “maksimum”), Turkisa (maksimum), Indonesisa (maksimum), Parsisa (ماکسیمم “mâksimom”)			minimum		TRUE	máximo, tanto como sea posible; no más de								
maxmo bon	phrase	t	adj: better; adv: better	pli bona; pli bone					maxmo, bon					FALSE	mejor								
maxori	root	t	adj: most, the majority of; adv: mostly, largely, for the most part	plejmulta, majoritata, plejmulte, majoritate		500 maxim pimpan genulexi ji fikso, bage 5 de lista 500			Fransesa (majorité), Espanisa (mayoría), Englisa (majority), Doycisa (Majorität), Indonesisa (mayoritas). Am oko maximum.			minori		TRUE	la mayoría de; mayor(itaria)mente, por la mayor parte								
maxpul	derived	t	adj: additional, further, another, extra; adv: additionally, in addition, furthermore, moreover	plua, cetera, aldona; plue, cetere, aldone					max + -pul			minpul		FALSE	adicional, extra; adicionalmente								
maxusli	derived	t	adj: positive (_+1, +2, etc_)	pozitiva (_+1, +2, ktp_)					maxus + -li			minusli		FALSE	positivo (_+1, +2, etc._)								
maydodo	derived	t	adj: sold	vendita; vendite					maydo + -do					FALSE	vendido								
medisdo	derived	t	adj: treated (medically), medicated	kuracita					medis + -do					FALSE	tratado, medicado								
medisli	derived	t	adj: medical; adv: medically	medicina, kuraca					medis + -li					FALSE	médico (_relativo a la medicina_)								
meditali	derived	t	adj: meditative (_of or relating to_); adv: meditatively	medita; medite					medita + -li					FALSE	meditativo								
megayum	derived	t	adj: millionth, one millionth	miliona; milione					mega + -yum					FALSE	millonésimo								
megupul	derived	t	adj: cloudy, overcast; adv: cloudily	nuba		klima			megu + -pul					FALSE	nublado, nuboso, encapotado, cubierto								
mehmangido	derived	t	adj: hosted	gastigita					mehman + -gi + -do					FALSE	alojado, hospedado, albergado, acogido								
mekanili	derived	t	adj: mechanic, mechanical; adv: mechanically	meĥanika, mekanika, meĥanike, mekanike					mekani + -li					FALSE	mecánico; mecánicamente		mécanique; mécaniquement						
melankoli	root	t	adj: melancholic; adv: melancholically	melankolia		ganjon			Englisa (melancholic), Fransesa (mélancolique), Doycisa (melancholisch), Indonesisa (melankolis), Rusisa (меланхолический “melanholiceskiy”), Espanisa (melancólico), Turkisa (melankolik), Niponsa (メランコリック “merankoriku”), Swahilisa (melankolia - melankoliya), Parsisa (مالیخولیا “mālikhūliyā” - melankoliya), Koreasa (멜랑콜리 “melangkolli” - melankoliya)					FALSE	melancólico	melancholisch, schwermütig	mélancolique	меланхолический, меланхоличный					
meli	root	t	adj: beautiful, pretty; adv: beautifully, prettily	bela; bele		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Putunhwa (美丽 “měilì”), Vyetnamsa (mĩ lệ)			colo		TRUE	hermoso, bonito, bello; hermosamente, bellamente								
melibon	derived	t	adj: nice, sweet; adv: nicely, sweetly	bona, dolĉa; bone, dolĉe		intrelogalexi			meli + bon					FALSE	excelente, agradable								
melodipul	derived	t	adj: melodic; adv: melodically	melodia; melodie					melodi + -pul					FALSE	melódico, melodioso								
memesim	derived	t	adj: sheepish; adv: sheepishly	ŝafeca; ŝafece					meme + -sim					FALSE	como borrego								
memorilaye	derived	t	adj: memorable; adv: memorably	memorinda; memorinde					memori + laye					FALSE	memorable								
menapul	derived	t	adj: meaningful, significant; adv: meaningfully, significantly	signifa; signife					mena + -pul					FALSE	significativo; significativamente								
menasama	derived	t	adj: synonymous; adv: synonymously	sinonima, samsignifa; sinonime, samsignife					mena + sama		samamenapul			FALSE	sinónimo; sinónimamente								
menikido	derived	t	adj: immunized, immunised	imunigita; imunigite					meniki + -do					FALSE	inmunizado, vacunado								
menikipul	derived	t	adj: immune; adv: immunely	imuna; imune		medis			meniki + -pul					FALSE	inmune								
merasemli	derived	t	adj: ceremonial; adv: ceremonially	ceremonia; ceremonie					merasem + -li					FALSE	ceremonial; ceremonialmente								
meta	root	t	adj: meta, meta-, autoreferential, recursive	meta-, memreferenca, rikura					Englisa (metaphysics), Espanisa (metafísica), Fransesa (métaphysique), Rusisa (метафизика “metafizika”), Portugalsa (metafísica), Indonesisa (metafisika), Doycisa (Metaphysik), Turkisa (metafizik), Niponsa (メタ言語 “metagengo” - metabasa), Koreasa (메타언어 “metaono” - metabasa), Parsisa (متافیزیک “metafizik”), Swahilisa (metafizikia), Italisa (metafisica), Pilipinasa (metapisika)					TRUE	meta(-), autorreferente, recursivo; recursivamente								
metabolisli	derived	t	adj: metabolic; adv: metabolically	metabola; metabole					metabolis + -li					FALSE	metabólico; metabólicamente		métabolique; métaboliquement						
metalli	derived	t	adj: metallic (_of or relating to_); adv: metallically	metala					metal + -li					FALSE	metálico (_relativo al metal_), metalero, de(l) metal								
metalsim	derived	t	adj: metallic (_resembling_); adv: metallically	metaleca					metal + -sim					FALSE	metálico (_aspecto_), metalizado								
metodeli	derived	t	adj: methodical (_of or relating to_); adv: methodically (_done in accordance with_)	metoda (_pri metodo, farita laŭ metodo_)					metode + -li					FALSE	metódico (_relativo al método_); metódicamente								
metodepul	derived	t	adj: methodical (_behaving in accordance with_); adv: methodically	metoda (_kondutante laŭ metodo_)					metode + -pul					FALSE	metódico, ordenado; metódicamente, ordenadamente								
meydeypul	derived	t	adj: urgent; adv: urgently	urĝa; urĝe					meydey + -pul					FALSE									
meyludo	derived	t	adj: tilted, inclined	deklivigita, oblikvigita, dekliva, oblikva; deklive, oblikve					meylu + -do					FALSE	inclinado, recostado, ladeado, reclinado								
mezadudo	derived	t	adj: auctioned	aŭkciital aŭkciite					mezadu + -do					FALSE	subastado, rematado								
midi	root	t	adj: middle, mid-	meza; meze		500 maxim pimpan genulexi ji fikso, bage 3 de lista 500			Englisa (mid-), Fransesa (milieu), Doycisa (mittel-), Espanisa (medio), Hindi (मध्य “madya”), Telugusa (మధ్య “madya”)					TRUE	(inter)medio, de enmedio								
mididay	derived	t	adj: medium, medium-sized	mezgranda; mezgrande					midi + day					FALSE	mediano								
miju	root	t	adj: dense, concentrated; adv: densely	densa, koncentrita (enhavo); dense					Putunhwa (密集 “miji”), Niponsa (密集 “mixu”), Koreasa (밀집 “mijip”)					TRUE	denso, espeso, concentrado								
mingu	root	t	adj: clear, evident; adv: clearly, evidently	klara; klare		500 maxim pimpan genulexi ji fikso, bage 4 de lista 500			Putunhwa (明 “míng”), Koreasa (명확 “myeonghwag”)			nenmingu		TRUE	claro, evidente; claramente, evidentemente		clair, évident; clairement, évidemment	ясный, очевидный; ясно, очевидно					
minim	root	t	adj: the least; adv: (the) least	malplej		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Am oko minimum.			maxim		TRUE	el menos, menos (_de manera mínima_), mínimamente								
minimum	root	t	adj: minimum, minimal, as little as possible, as little (_of something_) as possible; adv: at least, no fewer than, no less than	minimuma; almenaŭ, minimume		500 maxim pimpan genulexi ji fikso, bage 3 de lista 500			Fransesa (minimum), Espanisa (mínimo), Englisa (minimum), Doycisa (Minimum), Rusisa (минимум “mínimum”), Indonesisa (minimal), Pilipinasa (minimalismo), Turkisa (minimum)			maximum		TRUE	mínimo, tan poco como sea posible; mínimamente, al menos, a lo menos, no menos de								
minori	root	t	adj: the minority of	plejmalmulta, minoritata; plejmalmulte, minoritate					Fransesa (minorité), Espanisa (minoría), Englisa (minority), Doycisa (Minorität), Indonesisa (minoritas). Am oko minimum.			maxori		TRUE	la minoría de; minoritariamente								
minusli	derived	t	adj: negative (_-1, -2, etc._)	negativa (_-1, -2, ktp._)					minus + -li			maxusli		FALSE	negativo (_-1, -2, etc._)								
minxi	root	t	adj: civic, civil; adv: civically, civilly	civita, civila		politi			Putunhwa (民事 “minxi”), Koreasa (민사 “minsa”), Niponsa (民事 “minji”), Vyetnamsa (dân sự)					TRUE	cívico, civil								
mitoli	derived	t	adj: mythical, mythic, mythological; adv: mythically, mythologically	mita; mite					mito + -li					FALSE	mítico								
mitologili	derived	t	adj: mythological; adv: mythologically	mitologia; mitologie					mito + logi + -li					FALSE	mitológico								
mixinpul	derived	t	adj: superstitious; adv: superstitiously	superstiĉa; superstiĉe					mixin + -pul					FALSE	supersticioso								
mixturado	derived	t	adj: mixed, blended	miksita; miksite					mixtura + -do					FALSE	mezclado, combinado, revuelto, variado, mixto								
modapul	derived	t	adj: fashionable; adv: fashionably	moda, laŭmoda; mode, laŭmode					moda + -pul					FALSE	de moda, a la moda, novedoso, moderno								
moderado	derived	t	adj: moderate, moderated, temperate; adv: moderately, temperately	modera, moderita, kontrolita					modera + -do					FALSE	moderado		modéré						
moderno	root	t	adj: modern; adv: modernly	moderna; moderne					Englisa (modern), Fransesa (moderne), Doycisa (modern), Espanisa (moderno), Niponsa (モダン “modan”), Turkisa (modern), Indonesisa (modern), Pilipinasa (moderno)					TRUE	moderno	modern	moderne						
mogekal	derived	t	adj: brainless, stupid; adv: brainlessly, stupidly	sencerba, stulta; sencerbe					moge + -kal		bobo	mogepul		FALSE	estúpido; estúpidamente								
mogepul	derived	t	adj: intelligent, smart, brainy; adv: intelligently, smartly	cerboplena, inteligenta; cerboplene					moge + -pul		cinonpul	mogekal		FALSE	inteligente, listo; inteligentemente								
mogokido	derived	t	adj: witnessed	okulvidita, spektita, vidita					mogoki + -do					FALSE	presenciado								
moksayli 	derived	t	adj: wooden	ligna; ligne					moksay + -li					FALSE	de madera								
moksayventoli	derived	t	adj: woodwind	ligna blov-		musikatul			moksay + vento + -li					FALSE	(de) madera (_música_), (de) viento	holzblas-		деревянный духовой	木管				
molekulli	derived	t	adj: molecular; adv: molecularly	molekula					molekul + -li					FALSE	molecular								
monido	derived	t	adj: checked, monitored, examined, inspected	kontrolita, inspektita, reviziita, ekzamenita					moni + -do					FALSE	chequeado, examinado, inspeccionado, revisado, monitoreado, monitorizado, registrado								
monidoxodo	derived	t	adj: proofread	provlegita					moni + doxo + -do					FALSE									
mopudo	derived	t	adj: mopped	ŝvabrita					mopu + -do					FALSE	trapeado, fregado								
mor	root	t	adj: dead, deceased	morta; morte		500 maxim pimpan genulexi ji fikso, bage 4 de lista 500			Englisa (mortal), Fransesa (mort), Espanisa (muerto), Rusisa (мертвый “mertvyy”), Hindi (मृत “mŕt”, मुआ “muā”, मुर्दा “murdā”), Parsisa (مرده “morde”)			jiwane		TRUE	muerto		mort, décédé						
morcuabil	derived	t	adj: mortal; adv: mortally	mortema, mortideva; morteme					mor + -cu + abil					FALSE	mortal (_sujeto a la muerte_)	sterblich		смертный					
morgine	derived	t	adj: deadly, lethal, fatal, mortal, killing; adv: lethally, mortally	mortiga; mortige					mor + -gi + -ne					FALSE	mortal, fatal								
mote	root	t	adj: thick; adv: thickly	dika; dike					Hindi (मोटा “mota”, मोटी “moti”)			dambo		TRUE	grueso								
motsukal	derived	t	adj: frictionless, smooth; adv: frictionlessly, smoothly	senfrota; senfrote					motsu + -kal			motsupul		FALSE	liso								
motsupul	derived	t	adj: rough (_not smooth_); adv: roughly	malglata; malglate					motsu + -pul			motsukal		FALSE	áspero, rasposo, lijoso, borroñoso								
moyabil	derived	t	adj: almighty, omnipotent; adv: almightily, omnipotently	ĉiopova; ĉiopove					moy- + abil					FALSE	todopoderoso, omnipotente								
moydinli	derived	t	adj: daily, everyday; adv: daily, every day	ĉiutaga; ĉiutage					moy- + din + -li					FALSE	(de) diario, de todos los días								
moyjensifil	derived	t	adj: pansexual; adv: pansexually	ĉiuseksema; ĉiusekseme					moy- + jensi + -fil					FALSE	pansexual	pansexuell	pansexuel	пансексуальный	泛性恋的				
moyli	derived	t	adj: universal; adv: universally	universala; unversale					moy + -li					FALSE	universal; universalmente								
moynyanli	derived	t	adj: yearly, annual; adv: yearly, annually	ĉiujara; ĉiujare					moy- + nyan + -li					FALSE	anual; anualmente, cada año								
moywatuli	derived	t	adj: eternal, permanent; adv: eternally, permanently	eterna, ĉiama; eterne, ĉiame					moy- + watu + -li		finikal	durwatuli		FALSE	eterno, permanente, sempiterno, perpetuo; eternamente, permanentemente								
muhim	root	t	adj: important, serious, significant; adv: importantly, seriously, significantly	grava; grave		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Arabisa (مهم “muhimun”), Turkisa (mühim), Swahilisa (muhimu), Parsisa (مهم “muhem”), Hindi (अहमियत “ahmiyat” - muhimya)			nenmuhim		TRUE	importante, serio, significativo								
mujezapul	derived	t	adj: miraculous; adv: miraculously	mirakla; mirakle					mujeza + -pul		mujezasim			FALSE	milagroso; milagrosamente								
mujezasim	derived	t	adj: miraculous; adv: miraculously	mirakleca; miraklece					mujeza + -sim		mujezapul			FALSE	milagroso; milagrosamente								
mukali 	derived	t	adj: facial; adv: facially	vizaĝa; vizaĝe					muka + -li					FALSE	facial								
musikali	derived	t	adj: musical; adv: musically	muzika; muzike					musika + -li					FALSE	musical; musicalmente								
muswadado	derived	t	adj: drafted, sketched, outlined	malnetigita, skizita					muswada + -do					FALSE	borrador, en bosquejo, bosquejado, esbozado, en boceto								
mutado	derived	t	adj: mutated	mutaciinta					muta + -do					FALSE	mutado								
mwado	derived	t	adj: kissed	kisita					mwa + -do					FALSE	besado	geküsst	embrassé						
mwinli	derived	t	adj: vocalic	vokala					mwin + -li					FALSE	vocálico	vokalisch	vocalique	гласный					
nabizane	derived	t	adj: pulsating, beating, throbbing; adv: pulsatingly	pulsanta, batanta					nabiza + -ne					FALSE	palpitante, pulsante, vibrante								
nadir	root	t	adj: rare; adv: rarely, seldom	malofta; malofte					Arabisa (نادر “nadir”), Turkisa (nadir), Parsisa (نادر “nader”), Swahilisa (nadra), Ivrisa (נדיר “nadir”)					TRUE	infrecuente, inusual; rara vez, casi nunca								
nafikupul	derived	t	adj: hypocritical; adv: hypocritically	hipokrita; hipokrite					nafiku + -pul					FALSE	hipócrita; hipócritamente		hypocrite						
nagaldo	derived	t	adj: ploughed, plowed	plugita					nagal + -do					FALSE	arado, labrado, roturado								
nagedo	derived	t	adj: gnawed	ronĝita					nage + -do					FALSE	roído, masticado, mordisqueado, mordido, carcomido, pacido								
naive	root	t	adj: naive, naïve, ingenuous, innocent, artless, simple; adv: naively, ingenuously, innocently, artlessly, simply	naiva; naive					Englisa (naive, naïvete, naivety), Espanisa (naíf), Fransesa (naïf, naïveté), Rusisa (наивный “naivniy”), Doycisa (naiv, Naivität), Indonesisa (naif), Turkisa (naif), Niponsa (ナイーブ “naibu”), Vyetnamsa (ngây thơ)					FALSE	ingenuo, inocente, cándido, inexperto, crédulo, naíf, sin malicia; ingenuamente, inocentemente								
namakepul	derived	t	adj: salty; adv: saltily	sala, salplena; sale		xetocu			namake + -pul					FALSE	salado		salé	солёный					
namekal	derived	t	adj: anonymous; adv: anonymously	sennoma; sennome					name + -kal					FALSE	anónimo; anónimamente								
nanahudo	derived	t	adj: suppurated, festered	pusita					nanahu + -do					FALSE	supurado, ulcerado, infectado								
narcisosim	derived	t	adj: vain, conceited; adv: vainly, conceitedly	malmodesta, narcisismeca; malmodeste, narcisismece					Narciso + -sim					FALSE	vanidoso, engreído	narzisstisch	narcissique	нарциссический					
narem	root	t	adj: soft, tender, gentle; adv: softly, tenderly, gently	mola; mole					Hindi (नरम “naram”), Parsisa (نرم “narm”), Arabisa (ناعم “naem”)			sahte		TRUE	suave, blando; suavemente								
naremkogeli	derived	t	adj: velar, of the soft palate; adv: velarly	vela, velara		basalogi			narem + koge + -li					FALSE	velar								
nasali	derived	t	adj: nasal; adv: nasally	naza; naze		basalogi			nasa + -li					FALSE	nasal; nasalmente		nasal; nasalement						
nasibukal	derived	t	adj: inappropriate, unsuitable, improper; adv: inappropriately, unsuitably, improperly	netaŭga; netaŭge					nasibu + -kal					FALSE	inapropiado, inadecuado, indebido; inapropiadamente, inadecuadamente, indebidamente								
nasibune	derived	t	adj: appropriate, suitable, proper, due; adv: appropriately, suitably, properly, duly	taŭga, taŭganta; taŭge, taŭgante					nasibu + -ne		nasibupul			FALSE	apto, adecuado, apropiado, _ad hoc_; aptamente, adecuadamente, apropiadamente								
nasibupul	derived	t	adj: appropriate, suitable, proper, due; adv: appropriately, suitably, properly, duly	taŭga, taŭgoplena; taŭge, taŭgoplene					nasibu + -pul		nasibune			FALSE	apto, adecuado, apropiado, _ad hoc_; aptamente, adecuadamente, apropiadamente								
nasyonli	derived	t	adj: national; adv: nationally	nacia; nacie					nasyon + -li					FALSE	nacional		national						
naturali	derived	t	adj: natural; adv: naturally	natura; nature					natura + -li					FALSE	natural; naturalmente								
nefrado	derived	t	adj: hated	malamita					nefra + -do					FALSE	odiado, detestado, aborrecido								
nenadil	derived	t	adj: unfair, unjust; adv: unfairly, unjustly	maljusta; maljuste					nen- + adil		posadil			FALSE	injusto; injustamente								
nenandin	derived	t	adj: unstable	malstabileco, malfirmeco					nen- + andin					FALSE	inestable, voluble, poco sólido, poco firme, cambiante, variable								
nencanedo	derived	t	adj: uncombed, unkempt, disheveled, dishevelled	nenkombita					nen- + cane + -do					FALSE	despeinado, desordenado, desaliñado								
nendodukuli	derived	t	adj: amoral; adv: amorally	nemorala; nemorale					nen- + doduku + -li					FALSE	inmoral								
nendoxodo	derived	t	adj: unread	nelegita; nelegite					nen- + doxo + -do					FALSE	no leído								
nenduali	derived	t	adj: nondual, nonbinary	neduuma, neduala					nen- + dua + -li					FALSE	no binario								
neneskoldo	derived	t	adj: uneducated, unschooled	nelernigita, needukita, neinstruita; nelernigite, needukite, neinstruite					nen- + eskol + -do					FALSE	ineducado, sin educación								
nenfil	derived	t	adj: uninclined	neinklina					nen- + fil					FALSE	desinteresado, indispuesto								
nengibefil	derived	t	adj: stingy, ungenerous; adv: stingily	avara; avare					nen- + gibe + -fil		gibenenfil	gibefil		FALSE	tacaño, codo, miserable, avaro, egoísta, agarrado, pichicato								
nengitaydo	derived	t	adj: unexpected; adv: unexpectedly	neatendita; neatendite					nen- + gitay + -do					FALSE	inesperado, imprevisto; inesperadamente, imprevistamente								
nenhajado	derived	t	adj: unnecessary; adv: unnecessarily	nenecesa, nebezonata; nenecese, nebezonate					nen- + haja + -do					FALSE	innecesario; innecesariamente								
nenhuru	derived	t	adj: not free, unfree	mallibera; mallibere					nen- + huru					FALSE	no libre								
nenible	derived	t	adj: impossible; adv: impossibly	neebla, malebla; neeble, maleble					nen- + ible					FALSE	imposible; imposiblemente								
nenjenmindo	derived	t	adj: unproven	nepruvita; nepruvite					nen- + jenmin + -do			jenmindo		FALSE	no probado, sin demostrar								
nenjinji	derived	t	adj: indirect; adv: indirectly	nerekta; nerekte					nen- + jinji					FALSE	indirecto; indirectamente								
nenjixido	derived	t	adj: unknown	nesciita; nesciite					nen- + jixi + -do			jixido		FALSE	desconocido, ignoto, incógnito								
nenjundwando	derived	t	adj: uninterrupted, undisrupted; adv: uninterruptedly	neinterrompita; neinterrompite					nen- + jundwan + -do			jundwando		FALSE	ininterrumpido, continuo, sin interrupciones								
nenkarardo	derived	t	adj: undecided	nedecidita; nedecidite					nen- + karar + -do					FALSE	no decidido								
nenkararfil	derived	t	adj: indecisive; adv: indecisively	nedecidema; nedecideme					nen- + karar + -fil					FALSE	indeciso; indecisamente								
nenkimapul	derived	t	adj: cheap, inexpensive; adv: cheaply, inexpensively	malmultekosta; malmultekoste					nen- + kima + -pul					FALSE	barato; baratamente								
nenkokido	derived	t	adj: un-cooked, raw	nekuirita, kruda					nen- + koki + -do					FALSE	crudo								
nenkompleto	derived	t	adj: incomplete; adv: incompletely	nekompleta; nekomplete					nen- + kompleto					FALSE	incompleto, inacabado								
nenkonedo	derived	t	adj: unknown	nekonata; nekonate					nen- + kone + -do		konedo			FALSE	desconocido, ignoto								
nenmingu	derived	t	adj: unclear, vague; adv: unclearly, vaguely	neklara; neklare					nen- + mingu					FALSE	vago, difuso, confuso, poco claro								
nenmuhim	derived	t	adj: unimportant; adv: unimportantly	negrava, malgrave; negrave					nen- + muhim					FALSE	sin importancia								
nennasibune	derived	t	adj: inappropriate, unsuitable, improper; adv: inappropriately, unsuitably, improperly	netaŭga; netaŭge					nen- + nasibu + -ne		nennasibupul			FALSE	inapropiado, inadecuado, impropio								
nennasibupul	derived	t	adj: inappropriate, unsuitable, improper; adv: inappropriately, unsuitably, improperly	netaŭga; netaŭge					nen- + nasibu + -pul		nennasibune			FALSE	inapropiado, inadecuado, impropio								
nennaturali	derived	t	adj: unnatural; adv: unnaturally	nenatura; nenature					nen- + natura + -li					FALSE	antinatural, contra natura								
nennormapul	derived	t	adj: abnormal; adv: abnormally	nenorma; nenorme					nen- + norma + -pul					FALSE	anormal; anormalmente								
nenojetoli	derived	t	adj: intransitive; adv: intransitively	netransitiva; netransitive					nen- + ojeto + -li					FALSE	intransitivo								
nenperfeto	derived	t	adj: imperfect; adv: imperfectly	neperfekta; neperfekte					nen- + perfeto					FALSE	imperfecto; imperfectamente								
nenpesado	derived	t	adj: broke, penniless; adv: pennilessly	senmona; senmone					nen- + pesa + -do					FALSE	arruinado, quebrado, en bancarrota								
nenpimpan	derived	t	adj: infrequent, uncommon, unusual; adv: infrequently, uncommonly, unusually	neofta; neofte					nen- + pimpan					FALSE	infrecuente; infrecuentemente								
nenplanido	derived	t	adj: unplanned	neplanita					nen- + plani + -do					FALSE	no planeado, no planificado								
nenpolitili	derived	t	adj: non-political; adv: non-politically	nepolitika; nepolitike					nen- + politi + -li					FALSE	apolítico; apoliticamente								
nenpopuler	derived	t	adj: unpopular; adv: unpopularly	nepopulara; nepopulare					nen- + populer					FALSE	impopular; impopularmente								
nenpreciso	derived	t	adj: imprecise, inexact, vague; adv: imprecisely, inexactly, vaguely	malpreciza, malekzakta; malprecize, malekzakte					nen- + preciso					FALSE	impreciso, inexacto, vago, difuso								
nenresmi	derived	t	adj: unofficial, casual; adv: unofficially, casually	neoficiala; neoficiale					nen- + resmi					FALSE	no oficial, casual; no oficialmente, casualmente								
nensabar	derived	t	adj: impatient; adv: impatiently	senpacienca; senpacience					nen- + sabar					FALSE	impaciente; impacientemente								
nensekrasine	derived	t	adj: non-self-governing	malmemreganta, malaŭtonoma; malmemregante, malaŭtonome					nen- + se- + krasi + -ne					FALSE	no autónomo								
nensim	derived	t	adj: dissimilar, different; adv: dissimilarly, differently	possimila; possimile					nen- + sim					FALSE	disímil, diferente								
nensuido	derived	t	adj: dehydrated	senagvigita; senagvigite					nen- + sui + -do					FALSE	deshidratado								
nensungaydo	derived	t	adj: undamaged, unharmed, uninjured, unhurt	nedamaĝita					nen- + sungay + -do					FALSE									
nensungayne	derived	t	adj: harmless; adv: harmlessly	nedamaĝanta, nenoca; nedamaĝante, nenoce					nen- + sungay + -ne			sungayne		FALSE	inocuo, inofensivo, excusable								
nensyensipul	derived	t	adj: unscientific; adv: unscientifically	nescienca; nescience					nen- + syensi + -pul					FALSE	anticientífico; anticientíficamente								
nentermodo	derived	t	adj: unwarmed, unheated	nevarmigita; nevarmigite					nen- + termo + -do					FALSE	sin calentar								
nenwazenpul	derived	t	adj: light (_not heavy_); adv: lightly	malpeza; malpeze					nen- + wazen + -pul					FALSE	ligero; ligeramente								
nenxekastedo	derived	t	adj: undefeated	nevenkita; nevenkite					nen- + xekaste + -do					FALSE	invicto								
nenyakin	derived	t	adj: uncertain, unsure; adv: uncertainly	necerta, malcerta; necerte, malcerte					nen- + yakin					FALSE	incierto, inseguro								
nenyukwe	derived	t	adj: unpleasant; adv: unpleasantly	malplaĉa; malplaĉe					nen- + yukwe					FALSE	desagradable; desagradablemente								
neo	root	t	adj: new, neo-; adv: newly (_in a new way_)	nova; nove		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Englisa (new, neo), Fransesa (neo), Doycisa (neu, neo), Rusisa (нео- “neo”), Espanisa (nuevo, neo), Niponsa (ニュー “nyu”), Koreasa (뉴 “nyu”), Parsisa (نو‎ “now”, نئو‎ “neo”), Elinisa (νέος “neos”)			lama		TRUE	nuevo								
neoklasiko	derived	t	adj: neoclassical; adv: neoclassically	novklasika; novklasike					neo + klasiko					FALSE	neoclásico								
ner	root	t	adj: nearby, close; adv: nearby, close by	proksima; proksime		500 maxim pimpan genulexi ji fikso, bage 2 de lista 500			Englisa (near), Swerisa (nära), Danisa (nær), Panjabisa (ਨੇੜੇ “nēṛē”)			teli		TRUE	cercano; cerca								
nerleli	derived	t	adj: recent; adv: recently	freŝdata, nelga; freŝdate, nelge, antaŭ nelonge					ner- + le + -li			telileli		FALSE	reciente; recién, recientemente								
nerxali	derived	t	adj: upcoming; adv: soon, shortly	baldaŭa; baldaŭ, post nelonge					ner- + xa + -li			telixali		FALSE	pronto								
newtral	root	t	adj: neutral; adv: neutrally	neŭtra, neŭtrala; neŭtre, neŭtrale					Englisa (neutral), Fransesa (neutre), Doycisa (neutral), Rusisa (нейтральный “neytralniy”), Espanisa (neutral), Niponsa (ニュートラル “nyūtoraru”), Turkisa (nötr), Parsisa, Indonesisa (netral), Pilipinasa (neutral)					TRUE	neutral; neutralmente								
nicodedo	derived	t	adj: squeezed	kunpremita					nicode + -do					FALSE	apretado, estrujado, exprimido								
nicodene	derived	t	adj: squeezing	kunpremanta					nicode + -ne					FALSE	que aprieta, que exprime								
nigaludo	derived	t	adj: swallowed	glutita					nigalu + -do					FALSE	tragado, engullido, deglutido								
nigaluible	derived	t	adj: swallowable	glutebla; gluteble					nigalu + ible					FALSE	tragable, pasable								
ninisim	derived	t	adj: childish; adv: childishly	infaneca; infanece					nini + -sim					FALSE	infantil								
nispatukal	derived	t	adj: disproportionate; adv: disproportionately	misproporcia; misproporcie					nispatu + -kal			nispatupul		FALSE	desproporcionado, desmedido, desmesurado, exagerado; desproporcionadamente, desmesuradamente, exageradamente								
nispatupul	derived	t	adj: proportional, proportionate; adv: proportionally, proportionately	proporcia; proporcie					nispatu + -pul			nispatukal		FALSE	proporcional, proporcionado; proporcionalmente								
noceli	derived	t	adj: nocturnal, nighttime; adv: nocturnally	nokta; nokte					noce + -li					FALSE	nocturno, nocturnal								
noli	derived	t	adj: negative; adv: negatively	nea, negativa; nee, negative					no + -li					FALSE	negativo (_negación_); negativamente								
normakal	derived	t	adj: abnormal; adv: abnormally	nenorma; nenorme					norma + -kal					FALSE	anormal; anormalmente								
normapul	derived	t	adj: normal; adv: normally	norma; norme					norma + -pul					FALSE	normal								
nostaljifil	derived	t	adj: nostalgic; adv: nostalgically	nostalgia					nostalji + -fil					FALSE	nostálgico (_que tiende a sentir nostalgia_)								
nostaljipul	derived	t	adj: nostalgic; adv: nostalgically	nostalgia					nostalji + -pul					FALSE	nostálgico (_lleno de nostalgia_)								
nubwado	derived	t	adj: prophesied	profetita					nubwa + -do					FALSE	predicho, profetizado, vaticinado, augurado								
