Word	slug_mod	Category	WordClass	VerbTransitivity	OfficialWord	TranslationEng	SearchTermsEng	TranslationEpo	TranslationSpa	TransNote	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	See Also	TranslationFra	TranslationRus	TranslationZho	
tamba		root	b		TRUE	copper, Cu		kupro	cobre, Cu, calco-						kimikali monlari	Hindi (तांबे “tambe”, ताँबा “tamba”), Indonesisa (tembaga), Telugusa (తామ్రము “tamramu”), Pilipinasa (tumbaga)					
tami		root	t		TRUE	sweet; sweetly		dolĉa (gusto), sukera; dolĉe (gusto)	dulce (_sabor_)						xetocu	Pilipinasa (tamis), Swahilisa (-tamu)					
Tamil		proper word	su n		TRUE	Tamil Nadu (_state in India_)		Tamilnado, Tamilujo, Tamilio	Tamil Nadu (_estado de India_)							Tamilsa (தமிழ் நாடு “tamil nadu”)			Тамилнад		
Tamilli		derived	t		FALSE	Tamil		tamila	tamil							Tamil + -li					
Tamilsa		derived	b		FALSE	Tamil (language)		la tamila (lingvo)	(idioma) tamil						basa	Tamil + -sa					
Tamilyen		derived	b		FALSE	Tamil (person)		tamilo	tamil (_persona_)							Tamil + -yen					
tamipatato		derived	b		FALSE	sweet potato		batato, dolĉa terpomo	batata, camote, _Ipomoea batatas_						sabzi, yamxey	tami + patato					
tamixey		derived	b		FALSE	sweet, sweetmeat, confectionary		dolĉaĵo	dulce, golosina, confite						yamxey	tami + -xey					
tamiya		derived	b		FALSE	sweetness		dolĉeco	dulzor							tami + -ya					
tamlam		root	b.oj		FALSE	greed, avarice, cupidity, covetousness; covet		avareco; avari	codicia, cudicia, avaricia, avidez, angurria; codiciar							Putunhwa (贪婪 “tanlan”), Koreasa (탐람 “tamnam”), Niponsa (貪婪 “tanran”), Vyetnamsa (tham lam)	Arabisa (طَمَع “tama”, طَمَّاع “tamma”), Parsisa (طمع “tama”), Turkisa (tamah), Indonesisa (tamak)				
tampon		root	b		FALSE	tampon		tampono	tampón							Englisa (tampon), Espanisa (tampón), Fransesa (tampon), Rusisa (тампон “tampon”), Doycisa (Tampon), Indonesisa (tampon), Pilipinasa (tampon), Hindi (तंपन “tampan”), Arabisa (تامْپون “tampun”), Parsisa (تامپون “tâmpon”), Turkisa (tampon), Koreasa (탐폰 “tampon”), Niponsa (タンポン “tampon”), Vyetnamsa (tăm-bông)					
tange		root	t		TRUE	tight; tightly		prema, troprema, streĉita, kompakta; preme, tropreme, streĉite, kompakte	ajustado, tenso, apretado				laxo			Hindi (तंग “tang”), Parsisa (تنگ “tang”)					
tangente		root	b		FALSE	tangent (_mathematics_)		tangento	tangente (_función trigonométrica_), tan							Englisa (tangent), Fransesa (tangente), Doycisa (Tangens), Niponsa (タンジェント “tanjento”), Koreasa (탄젠트 “tanjentu”), Rusisa (тангенс “tangens”), Espanisa (tangente), Pilipinasa (tanway), Turkisa (tanjant), Vyetnamsa (tang), Parsisa (تانژانت “tanjant”), Indonesisa (tangen)					
tanke		root	b		TRUE	tank (_military_)		tanko	tanque (de guerra), carro de combate						calyo	Englisa (tank), Espanisa (tanque), Fransesa (tank), Rusisa (танк “tank”), Doycisa (Tank), Indonesisa (tank), Pilipinasa (tangke), Putunhwa (坦克 “tanke”), Hindi (टैंक “tenk”), Turkisa (tank), Vyetnamsa (xe tăng), Koreasa (탱크 “tengku”), Parsisa (تانک “tânk”)					
tantalum		root	b		TRUE	tantalum, Ta		tantalo	tántalo, tantalio, Ta						kimikali monlari	Englisa (tantalum), Putunhwa (鉭 “dan”), Espanisa (tántalo), Arabisa (تَنْتَالُم “tantalum”), Fransesa (tantale), Rusisa (тантал “tantal”), Indonesisa (tantalum), Doycisa (Tantal), Niponsa (タンタル “tantaru”), Telugusa (టేంటలం “tentalam”), Turkisa (tantal), Koreasa (탄탈 “tantal”, 탄탈룸 “tantalum”, 탄탈럼 “tantalam”), Vyetnamsa (tantan), Parsisa (تانتال “tantal”), Swahilisa (tantali), Pilipinasa (tantalo, tantalyo)					
tanxiku		root	b.oj.ru		FALSE	sigh; sigh		suspiro, vespiro; suspiri, vespiri	suspiro; suspirar							Putunhwa (叹息 “tanxi”), Koreasa (탄식 “tanxik”), Niponsa (嘆息 “tansoku”)					
tanxikugi		derived	b.oj		FALSE	cause (somebody) to sigh, make (somebody) sigh		suspirigo, vespirigo; suspirigi, vespirigi	hacer suspirar							tanxiku + -gi					
Tanzani		proper word	su n		TRUE	Tanzania		Tanzanio	Tanzania						dexa	Swahilisa (Tanzania)			Танзания		
tapir		root	b		FALSE	tapir		tapiro, tapiredo	tapir, _Tapiroidea_						hewan	Englisa (tapir), Espanisa (tapir), Fransesa (tapir), Rusisa (тапир “tapir”), Doycisa (Tapir), Indonesisa (tapir), Pilipinasa (tapir), Hindi (टपीर “tapir”), Arabisa (تَابِير “tabir”), Keralasa (ടപ്പീർ “tapir”), Turkisa (tapir), Parsisa (تاپیر “tâpir”)					
taradudu		root	b.nenoj		TRUE	hesitation; hesitate		hezito; heziti	vacilación, titubeo; vacilar, dudar, titubear							Arabisa (تَرَدُّد “taradud”, يَتَرَدَّدُ‎‎ “yataradadu”), Parsisa (تردید “taradad”), Turkisa (tereddüt)					
taraf		root	b		TRUE	party, side		partio	partido, parte, bando, lado						politi	Arabisa (طرف “taraf”), Parsisa (طرف “taraf”), Turkisa (taraf), Hindi (तरफ़ “taraf”)					
tarafkal		derived	t		FALSE	impartial; impartially		senpartia; senpartie	imparcial; imparcialmente							taraf + -kal					
taraftim		derived	b		FALSE	(political) party		partio	partido político						politi	taraf + -tim					
tarafya		derived	b		FALSE	bias		partieco, biaso, antaŭjuĝo	preferencia, sesgo, prejuicio, parcialidad							taraf + -ya					
tarahon		root	b		FALSE	tarragon, estragon, _Artemisia dracunculus_		estragono, drakunkolo	estragón, dragoncillo, tarragón, _Artemisia dracunculus_						planta, herba	Englisa (tarragon, estragon), Espanisa (estragón), Fransesa (estragon), Rusisa (эстрагон “estragon”), Doycisa (Estragon), Indonesisa (taragon, tarhun), Pilipinasa (estragon), Banglasa (তার্খুন “tarkuna”), Arabisa (طَرْخُون “tarhun”), Parsisa (ترخون “tarhun”, ترخان “tarhân”), Turkisa (tarhun), Putunhwa (他拉根香草 “talagen xyangtsaw”), Koreasa (타라곤 “taragon”), Niponsa (タラゴン “taragon”)					
tarbux		root	b		TRUE	fez, tarboosh		fezo	fez						labas	Englisa (tarboosh), Fransesa (tarbouche), Rusisa (тарбуш “tarbux”), Doycisa (Tarbusch), Indonesisa (tarbus), Arabisa (طَرْبُوش “tarbux”), Parsisa (سرپوش “sarpuš”), Telugusa (టార్బూష్ “tarbus”), Swahilisa (tarbushi)					
tarhaxkun		root	b		TRUE	dandelion, _Taraxacum_		taraksako, leontodo	diente de león, amargón, achicoria amarga, panadero, áster, _Taraxacum_						planta, flura	Portugalsa (taráxaco), Arabisa (طَرْخَشْقُون “tarhaxkun”), Parsisa (طلخشکوک “telhaxkuk”), Syensilatinsa (Taraxacum)					
tarihe		root	b		TRUE	date		dato	fecha							Arabisa (تاريخ “tarikh”), Hindi (तारीख “tarikh”), Turkisa (tarih), Swahilisa (tarehe), Parsisa (تاریخ “tarikh”)					
tarki		root	b		TRUE	turkey (_bird_), _Meleagris_		meleagro	pavo, guajolote, pisco, chompipe, kuts, _Meleagris_						hewan, piu	Englisa (turkey), Niponsa (ターキー “tākī”), Koreasa (터키 “teoki”), Hindi (टर्की “ṭarkī”), Telugusa (టర్కీ “ṭarkī”)					
tarkimaso		derived	b		FALSE	turkey (_meat_)		meleagraĵo	(carne de) pavo							tarki + -maso					
taroto		root	b		FALSE	tarot (cards)		taroko	tarot						yuxi	Englisa (tarot), Espanisa (tarot), Fransesa (tarot), Rusisa (таро “taro”), Doycisa (Tarot), Portugalsa (tarô), Italisa (tarocco), Indonesisa (tarot), Pilipinasa (tarot), Hindi (टैरो “tero”), Keralasa (ಟ್ಯಾರೋ “tyaro”), Arabisa (تاروت “tarut”), Parsisa (تاروت “tarot”), Turkisa (tarot), Putunhwa (塔羅 “talwo”), Koreasa (타로 “taro”), Niponsa (タロット “taroto”), Vyetnamsa (tarot)					
taru		root	b		TRUE	tar		gudro	alquitrán						materyal	Englisa (tar), Doycisa (Teer), Indonesisa (tar), Niponsa (タール “tāru”), Koreasa (타르 “tareu”), Hindi (तारकोल “tārkol”), Parsisa (تار “târ”)					
taruta		root	b.nenoj		FALSE	pour, spill		verŝiĝo, ŝutiĝo; verŝiĝi, ŝutiĝi	vertimiento, derramamiento, derrame; verterse, derramarse							Vyetnamsa (trút), Koreasa (따르다 “taruda”), Tamilsa (ஊற்று “utru”)					
tarutagi		derived	b.oj		FALSE	pour		verŝado, ŝutado; verŝi, ŝuti	verter, derramar							taruta + -gi					
tas		root	p		TRUE	to (_indirect object marker_), for (_for receiver/recipient_)		al (nerekta objekto)	a (_marcador del objeto indirecto_), para (_receptor_)							Am oko taslum.					
tasaduf		root	b.nenoj		TRUE	coincidence; coincide		koincido; koincidi	coincidencia; coincidir							Arabisa (تَصَادُف “tasaduf”), Turkisa (tesadüf), Parsisa (تصادف “tasâdof”), Swahilisa (-sadifu)					
taseri		root	b.oj		FALSE	influence; influence		influo; influi	influencia; influir (en), influenciar							Hindi (असर “asar”), Arabisa (تَأْثِير “taṯir”, أَثَر “aṯar”; أَثَّرَ “aṯara”), Swahilisa (athari; -athiri), Parsisa (تأثیر “ta'sir”, اثر “asar”), Turkisa (tesir, eser)					
taserido		derived	t		FALSE	influenced		influita	influido, influenciado							taseri + -do					
taseriyen		derived	b		FALSE	influencer		influisto, influanto	persona influyente, influenciador, _influencer_							taseri + -yen					
taslum		root	b.oj		TRUE	receipt; receive, get		ricevo; ricevi	recepción, recibimiento; recibir							Arabisa (تَسَلُّم “tasalum”)					
taslumyen		derived	b		FALSE	recipient, receiver		ricevanto	recipiente, receptor							taslum + -yen					
Tasman		proper word	su n		FALSE	Tasman		Tasman, Tasmana maro	Tasmania (_isla, mar_)						name	Nederisa (Tasman), Espanisa (Tasmania), Fransesa (Tasman), Rusisa (Тасманово “Tasmanovo”), Doycisa (Tasman), Indonesisa (Tasman), Hindi (तस्मान “Tasman”), Arabisa (تسمان “Tisman”), Swahilisa (Tasmania), Parsisa (تاسمان “tasman”), Turkisa (Tasman, Tazman), Putunhwa (塔斯曼 “Tasiman”), Koreasa (타스만 “Tasuman”), Niponsa (タスマン “Tasuman”), Vyetnamsa (Tasman)			Тасмания		
tasswal		derived	b.oj		FALSE	interrogation; interrogate, question		pridemando; pridemandi	interrogación; interrogar							tas + swal					
tasya		derived	b.oj		FALSE	is for		esti al	ser para (_receptor_)							tas + -ya					
tatika		root	b		TRUE	tactics		taktiko	táctica							Englisa (tactics), Espanisa (táctica), Fransesa (tactique), Rusisa (тактика “taktika”), Doycisa (Taktik), Portugalsa (táticas), Italisa (tattica), Indonesisa (taktik), Pilipinasa (taktika), Arabisa (تَكْتِيك “taktik”, تَخْطِيط “tahtit”), Turkisa (taktik), Parsisa (تاکتیک “tâktik”)					
tatmini		root	b.oj		TRUE	appraisal, evaluation, assessment, rating, judgment; appraise, evaluate, assess, rate, judge		takso, prijuĝo; taksi, prijuĝi	evaluación, valoración, estimación; evaluar, valorar, estimar							Arabisa (تثمين “tathmin”), Swahilisa (tathmini)					
tatminimarka		derived	b.oj		FALSE	grade (_schooling_); grade		noto (_lerneja_), poento; taksi, poenti	nota (_escuela_), calificación, puntuación, corrección; calificar, puntuar, corregir							tatmini + marka					
tatminiyen		derived	b		FALSE	assessor, judge, evaluator		taksisto	evaluador, asesor							tatmini + -yen					
tatua		root	b.oj		TRUE	tattoo; tattoo		tatuo, tatuaĵo; tatui	tatuaje; tatuar							Espanisa (tatuaje, tatuar), Fransesa (tatouage, tatouer), Englisa (tattoo), Rusisa (татуировка “tatuirovka”, татуировать “tatuirovat”), Doycisa (Tätowierung, Tatuierung), Indonesisa (tato), Pilipinasa (tatô, tatú, tatû), Niponsa (タトゥー “tatu”), Koreasa (타투 “tatu”), Parsisa (تتو “tatu”)					
tavusi		root	b		FALSE	peafowl, peacock, peahen, _Pavonini_		pavo, pavino	pavorreal, _Pavonini_						hewan, piu	Arabisa (طَاوُوس “tawus”), Turkisa (tavus), Parsisa (طاووس “tâvus”), Swahilisa (tausi)					
tawa		root	b		TRUE	pan, frying pan, frypan, skillet		pato	sartén, padilla, paila, paella		Pfanne, Bratpfanne				tul	Hindi (तवा “tava”), Turkisa (tava), Parsisa (تاوه “tave”), Swahilisa (tawa)		poêle (cuisine)	сковорода	平底锅	
tawakeke		derived	b		FALSE	pancake		patkuko, krespo, platvaflo, blino	_hotcake_, panqueca						yamxey	tawa + keke					
tawni		root	b.oj		TRUE	plague, infestation, pestilence; infest, plague		pesto, plago, infestado; plagi, infesti	plaga, infestación, peste; plagar, infestar						medis	Indonesisa (taun), Hindi (ताऊन “taun”), Arabisa (طَاعُون “ta'un”), Turkisa (taun), Parsisa (طاعون “tâ'un”), Swahilisa (tauni)					
Tay		proper word	su n		TRUE	Thailand		Tajlando	Tailandia						dexa	Taysa (ไทย “thai”)			Таиланд		
taydu		root	b		TRUE	attitude		sinteno	actitud						geografi	Putunhwa (态度 “tàidù”), Koreasa (태도 “taedo”), Vyetnamsa (Thái độ), Niponsa (態度 “taido”)					
tayga		root	b		TRUE	taiga		tajgo	taiga						geografi	Rusisa (тайга “tayga”), Englisa (taiga), Espanisa (taiga), Doycisa (Taiga), Indonesisa (taiga), Pilipinasa (taiga), Vyetnamsa (taiga), Swahilisa (taiga), Fransesa (taïga), Putunhwa (泰加林 “tayjyalin”), Hindi (ताइगा “tayga”), Arabisa (تايغا “tayga”), Niponsa (タイガ “tayga”), Telugusa (టైగా “tayga”), Turkisa (tayga), Koreasa (타이가 “taiga”), Parsisa (تایگا “tayga”)					
tayla		root	b		TRUE	tile		kahelo	azulejo, alicatado, baldosa, teja, teselado, teselación; azulejar, alicatar, embaldosar, tejar, teselar							Englisa (tile “tayl”), Espanisa (teja “teha”), Fransesa (tuile “twil”), Portugalsa (telha “telya”), Hindi (टाइल “tail”), Niponsa (タイル “tayru”), Koreasa (타일 “tail”)					
Tayli		derived	t		FALSE	Thai		taja; taje	tailandés							Tay + -li					
taymi		root	b		FALSE	thyme, _Thymus_		timiano	tomillo, serpol, _Thymus_						herba	Englisa (thyme), Espanisa (tomillo), Fransesa (thim), Rusisa (тимьян “timyan”), Doycisa (Thymian), Indonesisa (timi), Pilipinasa (tomilyo, timo), Koreasa (타임 “taim”), Niponsa (タイム “taimu”), Vyetnamsa (húng tây)					
taypu		root	b.oj		TRUE	typing; type		tajpo; tajpi	mecanografía; escribir (_con teclado_), teclear							Englisa (type), Niponsa (タイプ “taipu”), Hindi (टाइप “taip”), Telugusa (టైపింగ్ “taiping”), Parsisa (تایپ “tâyp”), Koreasa (타이프 “taipu”)					
tayputora		derived	b		FALSE	typewriter		tajpilo, skribmaŝino	máquina de escribir							taypu + -tora					
Taysa		derived	b		FALSE	Thai (language)		la taja (lingvo)	(idioma) tailandés						basa	Tay + -sa					
tayti		root	b.oj		TRUE	replacement, substitution; replace, substitute		anstataŭo, anstataŭaĵo; anstataŭi, anstataŭigi	reemplazo, sustitución; reemplazar, sustituir							Putunhwa (代替 “dayti”), Niponsa (代替 “daytai”), Vyetnamsa (thay thế)					
Taywan		proper word	su n		TRUE	Taiwan		Tajvano, Tajujo	Taiwán						dexa	Putunhwa (臺灣 “Táiwān”)			Тайвань		
Tayyen		derived	b		FALSE	Thai 		tajo	tailandés (_persona_)							Tay + -yen					
taze		root	t		TRUE	fresh; freshly		freŝa; freŝe	fresco, reciente							Arabisa (طازج “tazij”), Hindi (ताज़ा “taaza” ताज़ी “taazi”), Parsisa (تازه “taz”), Turkisa (taze)					
te		root	pn		TRUE	animate, personified object: he, him, she, her, they (singular), them (singular) 		ri, li, ŝi, ĝi (kiam vivaĵo aŭ personigita aĵo)	él (_cualquier forma de vida u objeto personificado_), ella, elle							Putunhwa (他 “ta” 她 “ta”), Mongolisa (тэр “ter”), Gujaratisa (તે “te”, તેણી “teni”), Taysa (เธอ “ṭhex”), Polskasa (ten - hinte), Estisa (ta, tema), Englisa (they)					
teatro		root	b		TRUE	theater, theatre		teatro	teatro							Englisa (theater), Doycisa (Theater), Fransesa (théâtre), Espanisa (teatro), Rusisa (театр “teatr”), Hindi (थिएटर “thieṭar”), Indonesisa (teater), Pilipinasa (teatro), Turkisa (tiyatro), Niponsa (シアター “xiata”), Swahilisa (thiata), Parsisa (تئاتر “teâtr”)					
teatroxey		derived	b		FALSE	play (_theater_)		teatraĵo	obra (de teatro)							teatro + -xey					
tehdidu		root	b.oj		TRUE	threat; threaten		minaco; minaci	amenaza; amenazar							Arabisa (تهديد “tahdid”), Parsisa (تهدید “tahdid”), Turkisa (tehdit)					
tejam		root	t		TRUE	sharp; sharply		akra, pinta; akre, pinte	afilado, filoso				kunde			Hindi (तेज “tej”), Indonesisa (tajam)					
teknesyum		root	b		TRUE	technetium, Tc		teknecio	tecnecio, Tc						kimikali monlari	Englisa (technetium), Espanisa (tecnecio), Arabisa (تِكْنِيتِيُوم “tiknitiyum”), Fransesa (technétium), Rusisa (технеций “tehnetsiy”), Indonesisa (teknesium), Doycisa (Technetium), Niponsa (テクネチウム “tekuneciumu”), Telugusa (టెక్నీషియం “teknixiyam”), Turkisa (teknetyum), Koreasa (테크네튬 “tekunetyum”), Vyetnamsa (tecneti), Parsisa (تکنسیوم “teknesyom”), Swahilisa (tekneti), Pilipinasa (teknesyo)					
teknika		root	b		TRUE	technique		tekniko	técnica							Englisa (technique), Fransesa (technique), Doycisa (Technik), Rusisa (техника “tehnika”), Espanisa (técnica), Indonesisa (teknik), Pilipinasa (teknik), Arabisa (تَكْنِيك “taknik”), Hindi (तकनीक “taknik”), Turkisa (teknik), Parsisa (تکنیک‎ “teknik”)					
teknikali		derived	t		FALSE	technical; technically		teĥnika, teknika; teĥnike, teknike	técnico; técnicamente							teknika + -li					
tekno		root	b		TRUE	technology		teknologio	tecnología							Englisa (technology), Fransesa (technologie), Doycisa (Technologie), Rusisa (технология “tehnologiya”), Espanisa (tecnología), Arabisa (تكنولوجيا “teknolojya”), Hindi (टैकनोलजी “teknoljī”), Parsisa (تکنولوژی “teknoloži”), Indonesisa (teknologi), Pilipinasa (teknolohiya), Niponsa (テクノロジー “tekunoroji”), Koreasa (테크놀러지 “tekunolloji”), Turkisa (teknoloji), Swahilisa (teknolojia), Elinisa (τέχνη “tehni”, τεχνο- “tehno-”)					
teknoli		derived	t		FALSE	technological; technologically		teĥnologia, teknologia; teĥnologie, teknologie	tecnológico; tecnológicamente							tekno + -li					
televisi		root	b.oj		TRUE	television (_broadcast system or device_); televise		televido; televidiĝi, televidigi	televisión (_sistema de transmisión de imágenes_); televisar							Englisa (television, televise), Fransesa (télévision, téléviser), Rusisa (телевизор “televizor”), Espanisa (televisión, televisar), Indonesisa (televisi), Pilipinasa (telebisyon), Niponsa (テレビジョン “terebijon”), Koreasa (텔레비전 “telebijon”), Hindi (टेलीविज़न “telivizan”), Telugusa (టెలివిజన్ “telivijan”), Arabisa (تلفزيون “tilifizyun”, تَلْفَزَ‎ “talfaza”), Swahilisa (televisheni), Parsisa (تلویزیون “televizion”), Turkisa (televizyon)					
teli		root	t		TRUE	far, remote, distant; remotely, distantly		malproksima, fora; malproksime, fore	lejano, remoto, distante; lejos, lueñe				ner			Englisa (tele-), Fransesa (télé-), Doycisa (Telefon), Rusisa (телефон “telefon”), Espanisa (teléfono), Hindi (टेलिफोन “telifon”), Telugusa (టెలీఫోను “telifonu”), Arabisa (تِلِفِزْيُون “tilifizyun”), Parsisa (تلفن “telefon”), Swahilisa (televisheni), Turkisa (telefon), Indonesisa (telepon), Pilipinasa (telepono), Niponsa (テレビジョン “terebijon”), Koreasa (텔레비전 “tellebijon”), Elinisa (τηλε- “tile”)					
teli fe		phrase	p		FALSE	far from	far from, far	malproksime de	lejos de				ner fe			teli, fe					
teli lefe		phrase	p jm		FALSE	long before (_+ noun_)		longe antaŭ	mucho antes de (_+ sustantivo_)				teli xafe			teli, le- + fe					
teli lefe na		phrase	p jm		FALSE	long before (_+ -ing_)		longe antaŭ ol (_+ verbo_)	mucho antes de (_+ verbo_)				teli xafe na			teli, le- + fe, na					
teli leki		phrase	l jm		FALSE	long before (_+ sentence_)		longe antaŭ ol (_+ frazo_)	mucho antes de que				teli xaki			teli, le- + ki					
teli of		phrase	p		FALSE	far from	far from, far	malproksime de	lejos de				ner of			teli, of					
teli xafe		phrase	p jm		FALSE	long after (_+ noun_)		longe post	mucho después de (_+ sustantivo_)				teli lefe			teli, xa- + fe					
teli xafe na		phrase	p jm		FALSE	long after (_+ -ing_)		longe post kiam (_+ verbo_)	mucho después de (_+ verbo_)				teli lefe na			teli, xa- + fe, na					
teli xaki		phrase	l jm		FALSE	long after (_+ sentence_)		longe post kiam (_+ frazo_)	mucho después de que				teli leki			teli, xa- + ki					
teli-		affix	lfik		TRUE	far		malproksima, malproksime	tele-, a distancia, remoto				ner-			Am oko teli.					
teliergo		derived	b.oj		FALSE	remote work; work remotely		hejmlaboro, telelaboro; hejmlabori, telelabori	trabajo a distancia, teletrabajo, trabajo remoto; trabajar a distancia							teli- + ergo					
telifikir		derived	b.oj		FALSE	telepathy; telepathize		telepatio; telepatii	telepatía; telepatizar							teli- + fikir					
telifon		derived	b.oj		FALSE	telephone, phone; phone, call		telefono; telefoni	teléfono; llamar, telefonear							teli- + -fon					
teligrafi		derived	b		FALSE	telegram		telegramo	telegrama							teli- + -grafi					
teliharka		derived	b		FALSE	telekinesis; use telekinesis (on)		telekinezo; telekinezi	telequinesia, telequinesis, telekinesia, telekinesis; usar telequinesia (sobre)							teli- + harka					
telije		derived	b		FALSE	distance		distanco	distancia							teli + -je					
telileli		derived	t		FALSE	old (_from a long time ago_), (a) long ago		antaŭlonge, antaŭ longa tempo	hace mucho tiempo							teli + le + -li					
teliokotul		derived	b		FALSE	telescope		teleskopo	telescopio							teli- + oko + -tul					
telixali		derived	t		FALSE	in a long time		postlonge, post longa tempo	dentro de mucho tiempo							teli + xa + -li					
teliya		derived	b		FALSE	farness		foreco	lejanía				nerya			teli + -ya					
Telugu		proper word	su t		TRUE	Telugu 		telugua; telugue	télugu							Telugusa (తెలుగు “Telugu”)			телугу		
Telugusa		derived	b		FALSE	Telugu (language)		la telugua (lingvo)	(idioma) télugu						basa	Telugu + -sa					
Teluguyen		derived	b		FALSE	Telugu (people)		teluguo	télugu (_persona_)							Telugu + -yen					
teluryum		root	b		TRUE	tellurium, Te		teluro	telurio, Te						kimikali monlari	Englisa (tellurium), Espanisa (teluro), Arabisa (تِيلُورِيُوم “tiluriyum”), Fransesa (tellure), Rusisa (теллур “tellur”), Indonesisa (telurium), Doycisa (Tellur), Niponsa (テルル “teruru”), Telugusa (టెలూరియం “teluriyam”), Turkisa (tellür), Koreasa (텔루르 “teluru”, 텔루륨 “teluryum”), Vyetnamsa (telu), Parsisa (تلوریم “teluryom”), Swahilisa (teluri), Pilipinasa (teluryo)					
tem		root	p		TRUE	about, on, regarding, with regard(s) to	about, on, regarding, regard, regards, with regard to, with regards to	pri	acerca de, con respecto a							Am oko tema.					
tem-		affix	lfik		TRUE	about, regarding		pri-	acerca de, con respecto a							Am oko tem.					
tema		root	b.oj		TRUE	topic, theme, subject; be about, be regarding		temo; temi pri	tema; tratarse de							Englisa (theme), Doycisa (Thema), Fransesa (thème), Espanisa (tema), Rusisa (тема “tema”), Indonesisa (tema), Pilipinasa (tema), Niponsa (テーマ “tema”), Koreasa (테마 “tema”), Turkisa (tema), Parsisa (تم “tem”)					
tembal		root	t		TRUE	lazy; lazily		pigra, nelaborema; pigre, nelaboreme	perezoso, flojo; perezosamente							Turkisa (tembel), Parsisa (تنبل “tanbal”), Arabisa (تَنْبَل “tanbal”), Rumanisa (tembel)					
temfikir		derived	b.oj		FALSE	think about		pripenso; pripensi	pensar (en), reflexionar (sobre)							tem- + fikir					
temki		derived	l		TRUE	that, about which		pri tio, ke	sobre (el hecho de) que							tem- + ki					
templato		root	b		TRUE	template		ŝablono	plantilla							Englisa (template), Indonesisa (templat), Niponsa (テンプレート “tempureto”), Koreasa (템플렛 “tempulet”)					
temwawa		derived	b.oj		FALSE	mourning, grief, lamentation; mourn, grieve over, lament, bewail, cry about		priploro, funebro, lamento; priplori, funebri, lamenti	luto, duelo, lamento, lamentación, elegía; estar de luto, llorar, lamentar						ganjon	tem- + wawa					
temya		derived	b.oj		FALSE	be about, be regarding		temi pri	ser acerca, ser sobre, tratarse de, tratar							tem + -ya					
tenda		root	b		TRUE	tent		tendo	tienda (de campaña), casa de campaña						dom	Englisa (tent), Espanisa (tienda), Fransesa (tente), Indonesisa (tenda), Niponsa (テント “tento”), Telugusa (టెంటు “tentu”), Koreasa (텐트 “tentu”)					
tendon		root	b		TRUE	tendon, sinew		tendeno	tendón						jismulogi	Englisa (tendon), Espanisa (tendón), Fransesa (tendon), Indonesisa (tendon), Pilipinasa (tendon), Turkisa (tendon), Parsisa (تاندون “tândon”)					
tenesin		root	b		TRUE	tennessine, Ts		teneso	teneso, Ts						kimikali monlari	Englisa (tennessine “tenesin”), Hindi (टेनिसीन “tenisin”), Espanisa (teneso), Arabisa (تِينِيسِين “tinisin”), Fransesa (tennesse), Rusisa (теннессин “tennessin”), Indonesisa (tenesso), Doycisa (Tenness), Niponsa (テネシン “tenexin”), Telugusa (టెన్నెసైన్ “tenesen”), Turkisa (tennesin), Koreasa (테네신 “tenexin”), Vyetnamsa (tennesine), Parsisa (تنسین “tenesin”), Swahilisa (tenesi), Pilipinasa (tenesin)					
tengu		root	b		FALSE	vine, climber, climbing plant		rebo, grimpulo, grimpoplanto	liana, enredadera, (planta) trepadora, bejuco						planta	Putunhwa (藤 “teng”), Koreasa (덩굴 “deonggul”)					
tenis		root	b		TRUE	tennis		teniso	tenis (_deporte_)						yuxi	Englisa (tennis), Fransesa (tennis), Doycisa (Tennis), Espanisa (tenis), Indonesisa (tenis), Pilipinasa (tenis), Turkisa (tenis), Rusisa (теннис “tennyis”), Hindi (टेनिस “tenis”), Arabisa (تنس “tanis, tinis”), Niponsa (テニス “tenisu”), Telugusa (టెన్నిస్ “tenis”), Koreasa (테니스 “tenisu”), Vyetnamsa (ten-nít), Parsisa (تنیس “tenis”), Swahilisa (tennis, tenisi)					
tenjire		root	b		TRUE	(cooking) pot, saucepan, casserole (dish)		kuirpoto, bolpoto, kaserolo	olla, cacerola, cazo						kokiarte	Arabisa (طَنْجِير “ṭanjir”, طَنْجَرَة “ṭanjara”), Turkisa (tencere), Parsisa (طنجیر “ṭinjir”)					
tenmun		root	b		TRUE	celestial body, celestial object, astro-		astro, ĉiela korpo	cuerpo celestial, objeto celestial, astro		Himmelskörper, astronomisches Objekt, Himmelsobjekt				kosmo	Putunhwa (天文 “tyenwan”), Niponsa (天文 “tenmon”), Koreasa (천문 “canmun”), Vyetnamsa (thiên văn)					
tenmunlogi		derived	b		FALSE	astronomy		astronomio	astronomía		Astronomie, Sternkunde					tenmun + -logi					
tensor		root	b		TRUE	tensor (_mathematics_)		tensoro	tensor							Englisa (tensor), Espanisa (tensor), Fransesa (tenseur), Rusisa (тензор “tenzor”), Doycisa (Tensor), Indonesisa (tensor), Pilipinasa (tensor), Hindi (टेंसर “tensar”), Niponsa (テンソル “tensoru”), Turkisa (tensör), Vyetnamsa (tenxơ), Koreasa (텐서 “tenso”), Parsisa (تانسور “tensor”)					
tentakul		root	b		FALSE	tentacle		tentaklo	tentáculo						jismulogi	Englisa (tentacle), Espanisa (tentáculo), Fransesa (tentacule), Doycisa (Tentakel), Indonesisa (tentakel), Hindi (टेन्टेकल “tentakal”), Turkisa (tentakül)					
