Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
tonergoyen,derived,b,,FALSE,"colleague, co-worker",,kunlaboranto,"colega, colaborador",,,,,,,ton- + ergo + -yen,,,,
Tonga,proper word,su n,,TRUE,Tonga,,Tongo,Tonga,,,,,,dexa,"Tongasa (Tonga), Englisa (Tonga)",,,,
Tongali,derived,t,,FALSE,Tongan,,tongana,tongano,,,,,,,Tonga + -li,,,,
Tongasa,derived,b,,FALSE,Tongan (language),,la tongana (lingvo),(idioma) tongano,,,,,,basa,Tonga + -sa,,,,
Tongayen,derived,b,,FALSE,Tongan (person),,tongano,tongano (_persona_),,,,,,,Tonga + yen,,,,
tongi,derived,b.oj,,FALSE,"connection; join, connect, merge",,kunigo; kunigi,"junta, unión; juntar, unir, conectar",,,tongogi,,,,ton + -gi,,,,
tongibe,derived,b.oj,,FALSE,contribution; contribute,,"kontribuo; kontribui, kundoni",contribución; contribuir,,,,,,,ton- + gibe,,,,
tongilexi,derived,b,,FALSE,derived word,,kunmetita vorto,palabra derivada,,,,,,,ton- + -gi + -lexi,,,,
tongo,root,t,,TRUE,"together, along",,kuna; kune,"juntos, en conjunto",,,,,,,"Putunhwa (同 “tóng”), Niponsa (と “to”, と共に “to tomo ni”)",,,,
tongocu,derived,b.nenoj,,FALSE,"coalescence, joining; get together, come together, join",,kuniĝo; kuniĝi,"unión; juntarse, unirse",,,toncu,,,,tongo + -cu,,,,
tongogi,derived,b.oj,,FALSE,"connection, combination; join, connect, combine, merge",,kunigo; kunigi,"junta, unión; juntar, unir, conectar",,,tongi,,,,tongo + -gi,,,,
tongoya,derived,b,,FALSE,"togetherness, company",,kuneco,compañía,,,,,,,tongo + -ya,,,,
tongoyen,derived,b,,FALSE,"companion, company, partner",,kunulo,"compañero, acompañante",,,tonyen,,,,tongo + -yen,,,,
tonhare,derived,b.oj,,FALSE,share,,kunhavo; kunhavi,compartición; compartir (_poseer en común_),,,,,,,ton- + hare,,,,
tonidi,derived,b.oj,,FALSE,accompaniment; accompany,,kuniro; kuniri,acompañar,,,,,,,ton- + idi,,,,
tonkarar,derived,b.oj,,FALSE,"agreement (_decision_), consent; agree (to), consent",,,"pacto, acuerdo; pactar, acordar",,,,,,,ton- + karar,,,,
tonlala,derived,b.oj,,FALSE,sing along,,kunkantado; kunkanti,"acompañar cantando, cantar con, corear",,,,,,,ton- + lala,,,,
tonporta,derived,b.oj,,FALSE,"take (with), bring (with)",,kunportado; kunporti,llevar (consigo),,,,,,,ton- + porta,,,,
tonpresyon,derived,b,,FALSE,compress,,"kunpremo, kompreso; kunpremi",compresión; comprimir,,,,,,,ton- + presyon,,,,
tontexto,derived,b,,FALSE,context,,kunteksto,contexto,,,,,,palalogi,ton- + texto,,,,
tonya,derived,b.oj,,FALSE,"company; be with, keep company",,kuneco; esti kuna,"compañía; acompañar, hacer compañía a",,,,,,,ton + -ya,,,,
tonyen,derived,b,,FALSE,"companion, company, partner",,kunulo,"compañero, acompañante",,,tongoyen,,,,ton + -yen,,,,
tonyongu,derived,b.oj,,FALSE,share,,kunuzo; kunuzi,compartición; compartir (_usar en común_),,,,,,,ton- + yongu,,,,
topazi,root,b,,TRUE,topaz,,topazo,topacio,,,,,,petra,"Englisa (topaz), Indonesisa (topaz), Turkisa (topaz), Vyetnamsa (topaz), Espanisa (topacio), Fransesa (topaze), Rusisa (топаз “topaz”), Doycisa (Topas), Pilipinasa (topasio), Arabisa (تُوبَاز “tubaz”), Niponsa (トパーズ “topazu”), Parsisa (توپاز “topaz”), Swahilisa (topazi)",,,,
topi,root,b,,TRUE,"hat, cap",,ĉapelo,"sombrero, tocado",,,,,,labas,"Hindi (टोपी “topi”), Telugusa (టోపీ “ṭōpī”), Indonesisa (topi)",,,,
topifutru,derived,b,,FALSE,"mushroom (_fruiting body_), toadstool",,ĉapelfungo,"seta (_hongo con cuerpo fructífero_), hongo, champiñón, callampa",,,,,,,topi + futru,,,,
topo,root,b,,TRUE,"mole, _Talpa_",,talpo,"topo, _Talpidae_",,,,,,hewan,"Espanisa (topo), Fransesa (taupe), Pilipinasa (topo)",,,,
tora,root,b,,TRUE,"device, apparatus, appliance, machine",,"maŝino, aparato","máquina, dispositivo, aparato, electrodoméstico",,,,,,,"Englisa (generator), Espanisa (computadora, generador), Fransesa (générateur), Rusisa (генератор “generator”), Doycisa (Generator), Turkisa (jeneratör), Pilipinasa (henerador)",,,,
tornado,root,b,,TRUE,tornado,,tornado,tornado,,,,,,"klima, naturaafatu","Englisa (tornado), Espanisa (tornado), Doycisa (tornado), Indonesisa (tornado), Fransesa (tornade), Rusisa (торнадо “tornado”), Niponsa (トルネード “toruneido”), Hangusa (토네이도 “toneido”), Parsisa (تورنادو “tornado”)",,,,
tortiya,root,b,,TRUE,tortilla,,tortiljo,tortilla,,,,,,yamxey,Espanisa (tortilla),,,,
torus,root,b,,TRUE,torus,,toro,"toro (_geometría_), rosca, dona",,,,,,figura,"Englisa (torus), Doycisa (Torus), Indonesisa (torus), Pilipinasa, Espanisa (toro), Fransesa (tore), Rusisa (тор “tor”), Hindi (टॉरस “toras”), Arabisa (طَارَة “tara”), Niponsa (トーラス “torasu”), Telugusa (టోరస్ “toras”)",,,,
toryum,root,b,,TRUE,"thorium, Th",,torio,"torio, Th",,,,,,kimikali monlari,"Englisa (thorium), Espanisa (torio), Arabisa (ثُورْيُوم “toryum”), Fransesa (thorium), Rusisa (торий “toriy”), Indonesisa (torium), Doycisa (Thorium), Niponsa (トリウム “toriumu”), Telugusa (థోరియం “toriyam”), Turkisa (toryum), Hangusa (토륨 “toryum”), Vyetnamsa (thori), Parsisa (توریوم “toriyom”), Swahilisa (thori), Pilipinasa (toryo)",,,,
tosa,root,b.oj,,FALSE,"slaughter, massacre; slaughter, massacre",,"amasbuĉado, masakro; amasbuĉi, masakri","masacre, matanza; masacrar, diezmar",,,,,,,"Putunhwa (屠杀 “tuxa”), Hangusa (屠殺 “dosal”), Niponsa (屠殺 “tosatsu”), Vyetnamsa (đồ sát)",,,,
tosifu,root,b.oj,,TRUE,description; describe,,priskribo; priskribi,descripción; describir,,,,,,,"Arabisa (وصف “wasaf”, توصیف “tawsif”, يَصِفُ‎‎ “yaṣifu”), Parsisa (توصیف “tosif”), Turkisa (tavsif)",,,,
tosifulexi,derived,b,,FALSE,"adjective, adverb, adjective-adverb word",,"adjektivo, adverbo, adjektivadverbo, a-e-vorto","adjetivo-adverbio, descriptor",,,,,,,tosifu + -lexi,,,,
tosta,root,b.oj,,FALSE,"toasting, roasting; toast, roast",,rostado; rosti,"tostado (_proceso_), asado, tatema(da), rostizado; tostar, asar, tatemar, rostizar",,,,,,kokiarte,"Englisa (toaster, toast), Espanisa (tostador; tostar), Fransesa (toasteur), Rusisa (тостер “toster”), Doycisa (Toaster, toasten), Pilipinasa (tustador, tosta), Hindi (टोस्टर “tostar”), Parsisa (تستر “toster”), Hangusa (토스터 “tosuto”), Niponsa (ースター “tosuta”)","Telugusa (టోస్ట్ “tost” - tosteroti), Turkisa (tost - tosteroti), Putunhwa (吐司 “tusi”, 多士 “dwoxi” - tosteroti)",,,
tosu,derived,su s,,FALSE,its (_belonging to it_),,ĝia,su (_de una cosa_),,,,,,,to + -su,,,,
tosu ete,phrase,su pn,,FALSE,its (_those beings or people belonging to it_),,la ĝiaj (_tiuj de ĝi_),suyos (_seres vivos de una cosa_),,,,,,,"to + -su, ete",,,,
tosu oto,phrase,su pn,,FALSE,its (_those things belonging to it_),,la ĝiaj (_tioj de ĝi_),suyos (_cosas que pertenecen a esa cosa_),,,,,,,"to + -su, oto",,,,
tosu te,phrase,su pn,,FALSE,its (_that person or being belonging to it_),,la ĝia (_tiu de ĝi_),suyo (_ser vivo de una cosa_),,,,,,,"to + -su, te",,,,
tosu to,phrase,su pn,,FALSE,its (_that thing belonging to it_),,la ĝia (_tio de ĝi_),suyo (_cosa que pertenece a esa otra cosa_),,,,,,,"to + -su, to",,,,
total,root,t,,TRUE,"entire, entirely, whole, all, quite (a), absolute, absolutely",,tuta; tute,"entero, total, absoluto; enteramente, totalmente, absolutamente",,,,,,,"Englisa (total), Fransesa (total), Espanisa (total), Rusisa (тотальный “totalniy”)",,,,
total dur ,phrase,jm p,,FALSE,throughout,,tute dum,durante todo,,,dur total,,,,"total, dur",,,,
total wey,phrase,jm p,,FALSE,"all around, all over, throughout",,tute ĉirkaŭ,"por todas partes, por todos lados",,,wey total,,,,"total, wey",,,,
totalglobali,derived,t,,FALSE,"universal, worldwide; universally",,tutmonda; tutmonde,"universal, mundial; universalmente, mundialmente",,,,,,,total + globa + -li,,,,
totalmo,derived,m,,FALSE,"totally, quite",,tute,"totalmente (_para describir adjetivos y adverbios_), completamente, enteramente",,,,,,,total + -mo,,,,
totalya,derived,b,,FALSE,"(the) entire thing, (the) whole thing, total, totality, sum",,"tuteco, tuto","todo, total, totalidad",,,,,,,total + -ya,,,,
totalyakin,derived,t,,FALSE,"definite, absolute; definitely, absolutely",,tutcerta; tutcerte,"seguro, definitivo, con certeza; seguramente, definitivamente",,,,,,,total + yakin,,,,
towa,root,b,,TRUE,tower,,turo,torre,,Turm,,,,kostruixey,"Englisa (tower), Fransesa (tour), Doycisa (Turm), Espanisa (torre), Pilipinasa (tore), Putunhwa (塔楼 “tǎlóu”), Niponsa (タワー “tawā”), Hangusa (타워 “tawo”), Hindi (टावर “ṭāvar”)",,,,
trafiko,root,b,,TRUE,traffic (_of vehicles_),,trafiko,"tránsito, tráfico (vehicular)",,Verkehr,,,,,"Englisa (traffic), Espanisa (tráfico), Fransesa (trafic), Rusisa (трафик “trafik”), Pilipinasa (trapiko), Swahilisa (trafiki), Hindi (ट्रैफिक “trafik”), Telugusa (ట్రాఫిక్ “trafik”), Turkisa (trafik), Parsisa (ترافیک “terâfik”)",,,,
tragedi,root,b,,TRUE,tragedy,,tragedio,tragedia,,Tragödie,,,,,"Englisa (tragedy), Espanisa (tragedia), Fransesa (tragédie), Rusisa (трагедия “tragediya”), Doycisa (Tragödie), Indonesisa (tragedi), Pilipinasa (trahedya, trahediya, tragedy), Arabisa (تْرَاجِيدْيَا “trajidya”), Turkisa (trajedi), Parsisa (تراژدی “terajedi”)",,tragédie,трагедия,
trampolin,root,b,,FALSE,trampoline,,"saltotabulo, trampolino","trampolín, cama elástica",,,,,,yuxitul,"Englisa (trampoline), Fransesa (trampoline), Doycisa (Tralpolin), Indonesisa (trampolin), Pilipinasa (trampolin, trampolina), Hindi (ट्रेम्पोलिन “trempolin”), Niponsa (トランポリン “toramporin”), Turkisa (trambolin), Hangusa (트램펄린 “turempollin”), Parsisa (ترامپولین “terâmpolin”), Swahilisa (turubali)",,,,
tramu,root,b,,TRUE,"tramway, tram, trolley",,tramo,(metro)tranvía,,,,,,calyo,"Englisa (tramway), Espanisa (tranvía), Fransesa (tram), Rusisa (трамвай “tramvay”), Doycisa (Tram), Indonesisa (trem), Pilipinasa (trambiya), Hindi (ट्राम “tram”), Arabisa (تْرَامْوَاي “tramway”), Niponsa (トラム “toramu”), Turkisa (tramvay), Hangusa (트램 “turem”), Parsisa (تراموای “tramvay”)",,,,
trankwilo,root,t,,TRUE,calm; calmly,,trankvila; trankvile,tranquilo; tranquilamente,,,,,,ganjon,"Englisa (tranquil), Fransesa (tranquille), Nederisa (tranquillizer), Rusisa (транквильный “trankvilniy”), Espanisa (tranquilo), Azerbayjansa (trankvilizatorlar), Hindi, Parsisa",,,,
trankwilogi,derived,b.oj,,FALSE,"tranquilize, calm",,trankviligo; trankviligi,tranquilizar,,,,,,,trankwilo + -gi,,,,
trankwilogitul,derived,b,,FALSE,tranquilizer,,trankviligilo,tranquilizante,,,,,,,trankwilo + -gi + -tul,,,,
trankwiloya,derived,b,,FALSE,"tranquility, calmness",,trankvileco,tranquilidad,,,,,,,trankwilo + -ya,,,,
trapesi,root,b,,TRUE,"trapezium, trapezoid (_two parallel sides_)",,trapezo,"trapecio, trapezoide",,,,,,figura,"Englisa (trapezium, trapezoid), Espanisa (trapecio), Fransesa (trapèze), Rusisa (трапеция “trapetsiya”), Doycisa (Trapez), Portugalsa (trapézio), Italisa (trapezio), Indonesisa (trapesium), Pilipinasa (trapesoid), Swahilisa (trapeza), Banglasa (ট্রাপিজিয়াম “trabiziyama”), Azerbayjansa (trapesiya)",,,,
tras,root,p,,TRUE,across,,trans,"al otro lado de, cruzando, en frente",,,,,,,"Englisa (trans-), Doycisa (trans-), Fransesa (trans-), Espanisa (trans-, tras), Indonesisa (trans-), Italisa (tras), Rusisa (транс- “trans-”), Niponsa (トランス “toransu”), Parsisa (ترا “tarâ”)",,,,
tras-,affix,lfik,,TRUE,"trans-, across",,trans-,tra(n)s- (_al otro lado de_),,,,,,,Am oko tras.,,,,
trasatlantikoli,derived,t,,FALSE,transatlantic,,transatlantika; transatlantike,transatlántico,,,,,,,tras- + atlantiko + -li,,,,
trascu,derived,b.nenoj,,FALSE,"get across, go across",,"transiĝo, transiro; transiĝi, transiri",cruzar,,,,,,,tras + -cu,,,,
trasgi,derived,b.oj,,FALSE,"put across, take across",,"transigo, transmeto; transigi, transmeti",hacer cruzar,,,,,,,tras + -gi,,,,
trasidi,derived,b.oj,,FALSE,"cross, go across",,transiro; transiri,cruzar,,,,,,,tras- + idi,,,,
trasjensili,derived,t,,FALSE,"transgender, transsexual",,"transseksa, transgenra",trans(género),,,trasli,,,,tras- + jensi + -li,,,,
trasli,derived,t,,FALSE,"across, of the other side, trans, transgender",,"transa, transgenra; transe, aliflanke","cruzando, del otro lado, trans, transgénero",,,,,,,tras + -li,,,,
traspasa,derived,b.oj,,FALSE,pass through,,transpaso; transpasi,"traspaso, cruce; traspasar, cruzar",,,,,,,tras- + pasa,,,,
trasplanta,derived,b.oj,,FALSE,transplant,,transplantado; transplanti,trasplante; trasplantar,,,,,,medis,"tras- + planta. Englisa (transplant), Espanisa (trasplantar), Fransesa (transplanter), Doycisa (transplantieren)","Putunhwa (移植), Niponsa (移植), Hangusa (이식)",,,
trasporta,derived,b.oj,,FALSE,transportation; transport,,"transporto, transportado; transporti","transportación, transporte; transportar",,,,,,,"tras- + porta. Englisa (transportation), Espanisa (transportar), Fransesa (transporte), Doycisa (Transport), Indonesisa (transportasi), Rusisa (транспортировать “transportirovat”), Parsisa (ترانسپورت “trânsport”)",,,,
trasya,derived,b.oj,,FALSE,"be across, be on the other side (of)",,esti trans,"estar enfrente, estar al otro lado",,,,,,,tras + -ya,,,,
trator,root,b,,FALSE,tractor,,traktoro,tractor,,,,,,calyo,"Englisa (tractor), Espanisa (tractor), Fransesa (tracteur), Rusisa (трактор “traktor”), Doycisa (Traktor), Portugalsa (trator), Italisa (trattore), Indonesisa (traktor), Pilipinasa (traktor), Hindi (ट्रैक्टर “trektar”), Telugusa (تَرَاكْتُور “taraktur”), Arabisa (trekta), Swahilisa (trekta), Parsisa (تراکتور “terâktor”), Turkisa (traktör), Putunhwa (拖拉机 “twolaji”), Hangusa (트랙터 “turekto”), Niponsa (トラクター “torakuta”)",,,,
trawma,root,b,,TRUE,trauma,,traŭmato,trauma (_daño duradero_),,Trauma,,,,medis,"Englisa (trauma), Espanisa (trauma), Fransesa (trauma), Doycisa (Trauma), Indonesisa (trauma), Pilipinasa (trauma), Rusisa (травма “trávma”), Niponsa (ラウマ “torauma”), Turkisa (travma), Hangusa (트라우마 “tulauma”), Parsisa (تروما “teroma”)",,"traumatisme, trauma",травма,
treme,root,b.oro,agentless,TRUE,shake,,"tremo; tremi, tremigi","sacudida, temblor; sacudir, sacudirse, temblar",,,,,,,"Englisa (tremble), Portugalsa (tremer), Espanisa (estremecer), Rusisa (трепетать “trepetat”), Turkisa (titre- (titreme))",,,,
tremecu,derived,b.nenoj,,FALSE,"tremble, shake",,"tremo, tremiĝo; tremi, tremiĝi",temblar,,,,,,,treme + -cu,,,,
tren,root,b,,TRUE,train,,trajno,"tren, ferrocarril",,"Zug, Bahn",,,,calyo,"Englisa (train), Hindi (ट्रेन “tren”), Espanisa (tren), Fransesa (train), Niponsa (トレーン “toren”), Turkisa (tren), Parsisa (ترن “tran”), Swahilisa (treni), Pilipinasa (tren)",,train,поезд,"列车, 火车"
trendom,derived,b,,FALSE,(train) station,,"trajnstacio, fervoja stacio, fervoja stacidomo",estación de tren,,,,,,,tren + -dom,,,,
treyna,root,b.oj,,TRUE,"training, coaching; train, coach",,trejnado; trejni,entrenamiento; entrenar,,,,,,,"Doycisa (trainieren), Englisa (train), Espanisa (entrenar), Fransesa (entraîner), Rusisa (тренировать “trenirovat”), Turkisa (antrenman), Hindi (ट्रेनिंग “trening”)",,,,
treynayen,derived,b,,FALSE,"trainer, coach",,"trejnisto, trejnanto",entrenador,,,,,,,treyna + -yen,,,,
Trinidad,proper word,su n,,TRUE,Trinidad,,Trinidado,(Isla) Trinidad,,Trinidad,,,,,Espanisa (Trinidad),,"Trinité (île), Trinidad",Тринидад,特立尼达岛
Trinidad ji Tobago,phrase,su n,,FALSE,Trinidad and Tobago,,Trinidado kaj Tobago,Trinidad y Tobago,,,,,,dexa,"Trinidad, ji, Tobago",,,,
triunfa,root,b.oj,Imi le triunfa jange. optional prep?,TRUE,"victory, triumph; win, triumph",,"venko, triumfo; triumfi, venki","triunfo, victoria; triunfar, ganar",,,,,,,"Englisa (triumph, triumphal), Fransesa (triomphe, triomphal), Doycisa (Triumph), Rusisa (триумф “tryiumf”, триумфальный “tryiumfalyniy”), Espanisa (triunfo, triunfal, triunfar)",,,,
triunfamusi,derived,t,,FALSE,who must win,,"venkdeva, kiu devas venki",que debe ganar,,,,,,,triunfa + -musi,,,,
trofe,root,b,,FALSE,"trophy, cup",,"trofeo, pokalo","trofeo, copa",,,,,,xey,"Englisa (trophy), Espanisa (trofeo), Fransesa (trofée), Rusisa (трофей “trofey”), Doycisa (Trophäe), Portugalsa (troféu), Italisa (trofeo), Indonesisa (trofi), Pilipinasa (tropeo), Hindi (ट्रॉफी “trofi”), Niponsa (トロフィー “torofi”), Keralasa (ട്രോഫി “trofi”), Hangusa (트로피 “turopi”), Parsisa (تروفی “terofi”)",,,,
trol,root,b.oj,,TRUE,"troll (_fantasy, internet_)",,"trolo (_fantazia, interreta_); troli",trol (_mitología e internet_); trolear,,,,,,mito,"Englisa (troll), Espanisa (trol), Fransesa (troll), Rusisa (тролль “troll”), Doycisa (Troll), Indonesisa (troll), Pilipinasa (troll), Hindi (ट्रॉल “trol”), Arabisa (طْرُول “trul”), Niponsa (トロール “torōru”), Turkisa (trol), Vyetnamsa (là Troll), Hangusa (트롤 “turol”), Parsisa (ترول “terol”), Swahilisa (troli)",,,,
trombon,root,b,,TRUE,trombone,,trombono,trombón,,,,,,musikatul,"Englisa (trombone), Espanisa (trombón), Fransesa (trombone), Rusisa (тромбон “trombon”), Indonesisa (trombon), Pilipinasa (trombon), Hindi (ट्रॉम्बोन “trombon”), Arabisa (تْرُومْبُون “trumbun”), Niponsa (トロンボーン “torombon”), Tamilsa (துரம்போன் “turampon”), Turkisa (trombon), Hangusa (트롬본 “turombon”), Vyetnamsa (trombone), Parsisa (ترومبون “terombon”), Swahilisa (tromboni)",,,,
trompeta,root,b,,TRUE,trumpet,,trumpeto,trompeta,,,,,,musikatul,"Englisa (trumpet), Espanisa (trompeta), Fransesa (trompette), Doycisa (Trompete), Indonesisa (terompet), Pilipinasa (trumpeta), Niponsa (トランペット “torampeto”), Telugusa (ట్రంపెట్ “trampet”), Turkisa (trompet), Hangusa (트럼펫 “turampet”), Parsisa (ترومپت “trompet, trumpet'), Swahilisa (tarumbeta)",,,,
tropika,root,b,,FALSE,"tropic, (the) Tropics",,"tropiko, tropikoj",trópico,,,,,,"geografi, klima","Englisa (tropic, tropical), Espanisa (trópico, tropical), Fransesa (tropique, tropical), Rusisa (тропик “tropik”, тропический “tropiceskiy”), Doycisa (Tropen, tropisch), Indonesisa (tropika, tropis), Pilipinasa (tropiko, tropikal), Turkisa (tropik, tropika), Swahilisa (tropiki)",,,,
trufel,root,b,,FALSE,truffle,,trufo,trufa (_hongo_),,,,,,futru,"Englisa (truffle), Espanisa (trufa), Fransesa (truffe), Rusisa (трюфель “tryufel”), Doycisa (Trüffel), Indonesisa (trafel), Pilipinasa (trupo, trupelo), Hindi (ट्रफल “trafal”), Parsisa (ترافل “terâfel”), Turkisa (trüf mantarı), Hangusa (트뤼프 “tulwipu”, 트러플 “tulopul”), Niponsa (トリュフ “toryufu”), Vyetnamsa (nấm truffle)",,,,
truti,root,t,,TRUE,"satisfied, content",,kontenta; kontente,satisfecho,,,,,,,"Hindi (तृप्त “trpt”), Telugusa (తృప్తిపడిన “trptipadina”), Tamilsa (திருப்தி “tirupti”), Karnatakasa (ತೃಪ್ತಿ “tr̥pti”)",,,,
trutigi,derived,b.oj,,FALSE,satisfaction; satisfy,,kontentigo; kontentigi,satisfacción; satisfacer,,,,,,,truti + -gi,,,,
trutigine,derived,t,,FALSE,"satisfying, satisfactory; satisfyingly, satisfactorily",,kontentiganta; kontentigante,satisfactorio; satisfactoriamente,,,,,,,truti + -gi + -ne,,,,
tuba,root,b,,TRUE,tuba,,tubjo,tuba,,,,,,musikatul,"Englisa (tuba), Espanisa (tuba), Fransesa (tuba), Rusisa (туба “tuba”), Doycisa (Tuba), Indonesisa (tuba), Pilipinasa (tuba), Hindi (टुबा “tuba”), Arabisa (توبا “tuba”), Niponsa (チューバ “cuba”), Keralasa (ട്യൂബ “tyuba”), Turkisa (tuba), Vyetnamsa (tuba), Hangusa (튜바 “tyuba”), Parsisa (توبا “tuba”), Swahilisa (tuba)",,,,
tubihu,root,b.oj,,TRUE,"scolding, admonishment; rebuke, scold, reprimand, admonish",,"admono, riproĉo, skoldo, mallaŭdo; admoni, riproĉi, skoldi, mallaŭdi","reprimenda, regañina, regaño, reproche; regañar, reñir (a), amonestar, reprender, reprochar",,,,,,,"Arabisa (توبيخ “tubih”), Parsisa (توبیخ “tobih”)",,,,
tubo,root,b,,TRUE,tube,,tubo,tubo,,,,,,xey,"Englisa (tube), Fransesa (tube), Doycisa (Tube), Rusisa (туба “tuba”), Espanisa (tubo), Pilipinasa (tubo), Niponsa (チューブ “cubu”), Hangusa (튜브 “tyubu”), Hindi (ट्यूब “tyoob”), Turkisa (tüp)",,,,
tufan,root,b,,TRUE,"hurricane, typhoon, cyclone",,"uragano, ciklono","huracán, tifón, ciclón",,,,,,"klima, naturaafatu","Indonesisa (topan, tofan), Putunhwa (台风 “táifēng”), Niponsa (台風 “taifū”), Hangusa (태풍 “taepung”), Hindi (तूफ़ान “tūfān”), Parsisa (طوفان “tufân”), Telugusa (తుఫాను “tuphānu”), Swahilisa (tufani), Doycisa (Taifun), Englisa (typhoon), Espanisa (tifón), Fransesa (typhon), Rusisa (тайфун “tayfun”)",,,,
tui,root,b,,TRUE,leg,,"kruro, gambo",pierna,,,,,,jismulogi,"Putunhwa (腿 “tuǐ”), Niponsa (大腿 “daitai”)",,,,
tukan,root,b,,FALSE,"toucan, _Ramphastidae_",,"tukano, ramfastedo","tucán, _Ramphastidae_",,,,,,"hewan, piu","Englisa (toucan), Espanisa (tucán), Fransesa (toucan), Rusisa (тукан “tukan”), Doycisa (Tukan), Indonesisa (tukan), Pilipinasa (tukan), Putunhwa (鵎鵼 “tuokong”), Hindi (टूकान “tukan”), Arabisa (طُوقَان “tuqan”), Tamilsa (தூக்கான் “tukan”), Turkisa (tukan), Vyetnamsa (chim toucan), Parsisa (توکان “tukân”)",,,,
tuko,root,b.oj,,TRUE,spit; spit,,"kraĉaĵo, sputaĵo; kraĉi, sputi",escupitajo; escupir,,,,,,,"Putunhwa (吐口 “tǔkǒu”), Hindi (थूकना “thūknā”), Turkisa (tükürmek)",,,,
tuksedo,root,b,,TRUE,tuxedo,,smokingo,"esmoquin, traje de noche",,,,,,labas,"Englisa (tuxedo), Indonesisa (tuksedo), Pilipinasa (tuxedo, tuksedo), Niponsa (タキシード “takixido”), Hangusa (턱시도 “tokxido”), Parsisa (تاکسیدو “tāksido”)",,,,
tul,root,b,,TRUE,tool,,ilo,"herramienta, utensilio",,,,,,,"Englisa (tool), Hangusa (툴 “tul”), Niponsa (ツール “tsūru”)",,,,
tulipa,root,b,,TRUE,tulip,,tulipo,"tulipán, _Tulipa_",,,,,,"planta, flura","Englisa (tulip), Indonesisa (tulip), Espanisa (tulipán), Fransesa (tulipe), Rusisa (тюльпан “tyulpan”), Doycisa (Tulpe), Pilipinasa (tulipan), Hindi (ट्यूलिप “tyulip”), Arabisa (توليب “tulib”), Niponsa (チューリップ “curipu”), Telugusa (తులిప్ “tulip”), Hangusa (튤립 “tyulib”), Swahilisa (tulipu)",,,,
tullari,derived,b,,FALSE,equipment,,ilaro,"equipo (_conjuto de herramientas_), kit",,,,,,,tul + -lari,,,,
tulyum,root,b,,TRUE,"thulium, Tm",,tulio,"tulio, Tm",,,,,,kimikali monlari,"Englisa (thulium), Espanisa (tulio), Arabisa (ثُلْيُوم “tulyum”), Fransesa (thulium), Rusisa (тулий “tuliy”), Indonesisa (tulium), Doycisa (Thulium), Niponsa (ツリウム “tsuriumu”), Telugusa (థులియం “tuliyam”), Turkisa (tulyum), Hangusa (툴륨 “tullyum”), Vyetnamsa (tuli, thuli), Parsisa (تولیم “tulyom”), Swahilisa (thuli), Pilipinasa (tulyo)",,,,
tumor,root,b,,TRUE,tumor,,tumoro,tumor,,,,,,medis,"Englisa (tumor), Espanisa (tumor), Doycisa (Tumor), Indonesisa (tumor), Pilipinasa (tumór), Fransesa (tumeur), Hindi (ट्यूमर “tyumar”), Turkisa (tümör), Parsisa (تومور “tumor”)",,,,
tuna,root,b,,TRUE,"tuna, _Thunnini_",,"tinuso, tino","atún, _Thunnini_",,,,,,hewan,"Englisa (tuna), Indonesisa (tuna), Espanisa (atún), Fransesa (thon), Rusisa (тунец “tunets”), Doycisa (Thun), Pilipinasa (atun), Hindi (टूना “tuna”), Arabisa (تُونَة “tuna”), Niponsa (ツナ “tsuna”), Telugusa (ట్యూనా “tyuna”), Turkisa (ton balığı), Parsisa (ماهی تن “mahiye ton”)",,,,
tundra,root,b,,TRUE,tundra,,tundro,tundra,,,,,,geografi,"Englisa (tundra), Espanisa (tundra), Fransesa (toundra), Rusisa (тундра “tundra”), Doycisa (Tundra), Indonesisa (tundra), Pilipinasa (tundra), Hindi (टुंड्रा “tundra”), Arabisa (تندرا “tundra”), Niponsa (ツンドラ “tsundora”), Tamilsa (தூந்திரம் “tuntiram”), Turkisa (tundra), Hangusa (툰드라 “tundura”), Parsisa (توندرا “tundra”), Swahilisa (tundra)",,,,
tunel,root,b,,TRUE,tunnel,,tunelo,túnel,,,,,,,"Englisa (tunnel), Espanisa (túnel), Fransesa (tunnel), Rusisa (тоннель “tonnel”), Doycisa (Tunnel), Niponsa (トンネル “toneru”), Turkisa (tünel), Hangusa (터널 “tonol”), Parsisa (تونل “tunel”)",,,,
tunge,root,b,,TRUE,"barrel, cask, drum",,barelo,"barril, tonel, cuba, bidón",,,,,,xey,"Fransesa (tonneau), Doycisa (Tonne), Espanisa (tonel), Indonesisa (tong), Putunhwa (桶 “tǒng”), Hangusa (통 “tong”), Vyetnamsa (thùng)",,,,
