Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
teror,root,b.oj,,TRUE,terror; terrorize,,"timego, teruro; timegigi, terurigi",terror; aterrorizar,,,fobi,,,,"Doycisa (Terror), Englisa (terror), Espanisa (terror), Fransesa (terreur), Rusisa (террор “terror”), Indonesisa (terorisme), Pilipinasa (terorismo, terorista), Turkisa (terörizm), Parsisa (تروریسم “terorism”), Niponsa (テロリズム “terorizumu”), Hangusa (테러리즘 “terorijum”)",,,,
tesis,root,b,,TRUE,thesis,,tezo,tesis,,,,,,,"Englisa (thesis), Espanisa (tesis), Fransesa (thèse), Doycisa (These), Italisa (tesi), Niponsa (テーゼ “tēze”), Hangusa (테제 “teje”), Parsisa (تز “tez”), Turkisa (tez)",,,,
tesla,root,b,,TRUE,"tesla (unit), T",,telso,"tesla (_unidad de densidad de flujo magnético_), T",,Tesla,,,,meterya,"Englisa (tesla), Espanisa (tesla), Fransesa (tesla), Rusisa (тесла “tesla”), Doycisa (Tesla), Indonesisa (tesla), Pilipinasa (tesla), Putunhwa (特斯拉 “tesila”), Hindi (टेस्ला “tesla”), Arabisa (تِسْلَا “tisla”), Niponsa (テスラ “tesura”), Turkisa (tesla), Hangusa (테슬라 “tesulla”), Vyetnamsa (tesla), Parsisa (تسلا “tesla”)",,tesla,тесла,特斯拉
teslimu,root,b.oro,,TRUE,"surrender (to), succumb (to), give up, give in (to)",,"rezigno, kapitulacio; rezigni (al), kapitulacii (pro)","rendición; rendirse, sucumbir, darse por vencido [-a, -e]",,,,,,,"Arabisa (تَسْلِيم “taslim”, يُسَلِّمُ‎‎ “yusallimu”), Parsisa (تسلیم “taslim”), Turkisa (teslim)",,,,
tesu,derived,su s,,FALSE,"her, his, its",,"lia, ŝia, ria",su (_de un ser vivo_),,,,,,,te + -su,,,,
tesu ete,phrase,su pn,,FALSE,"hers, his (_those beings belonging to her/him_)",,"la liaj, la ŝiaj, la riaj","suyos [-as, -es] (_seres vivos de un ser_)",,,,,,,"te + -su, ete",,,,
tesu oto,phrase,su pn,,FALSE,"hers, his (_those things belonging to her/him_)",,"la liaj, la ŝiaj, la riaj","suyos [-as, -es] (_cosas que pertenecen a un ser vivo_)",,,,,,,"te + -su, oto",,,,
tesu te,phrase,su pn,,FALSE,"his, hers (_that being belonging to her/him_)",,"la lia, la ŝia, la ria","suyo [-a, -e] (_ser vivo de otro ser_)",,,,,,,"te + -su, te",,,,
tesu to,phrase,su pn,,FALSE,"hers, his (_that thing belonging to her/him_)",,"la lia, la ŝia, la ria","suyo [-a, -e] (_cosa que pertenece a un ser vivo_)",,,,,,,"te + -su, to",,,,
teve,root,b,,TRUE,"television set, TV","television, television set, TV",televidilo,"televisor, televisión (_aparato_), tele",,,,,,tul,Am oko televisi.,,,,
textil,root,b,,TRUE,"fabric, textile, cloth",,ŝtofo,tela (_material_),,,,,,materyal,"Portugalsa (têxtil), Englisa (textile), Doycisa (Textil), Fransesa (textile), Espanisa (textil), Rusisa (текстиль “tekstil”), Indonesisa (tekstil), Turkisa (tekstil)",,,,
texto,root,b,,TRUE,text,,teksto,texto,,,,,,,"Portugalsa (texto), Englisa (text), Fransesa (texte), Doycisa (Text), Rusisa (текст “tekst”), Espanisa (texto), Indonesisa (teks), Pilipinasa (teksto), Niponsa (テキスト “tekisuto”), Hangusa (텍스트 “teksutu”)",,,,
teyan,root,b.oj,,TRUE,"offer, proposal; offer, propose, bid (_in an auction_)",,oferto; oferti,"oferta, propuesta; ofrecer, proponer",,,,,,,"Putunhwa (提案 “tí'àn”), Niponsa (提案 “teian”)",,,,
tibya,root,b,,TRUE,"shin, tibia",,tibio,tibia,,,,,,jismulogi,"Englisa (tibia), Espanisa (tibia), Fransesa (tibia), Doycisa (Tibia), Indonesisa (tibia), Parsisa (تیبیا “tibiya”)",,,,
tie,root,b,,TRUE,"aunt, uncle, pibling",,"onklo, onklino, geonkloj","tío [-a, -e]",,"Onkel, Tante",,,,famil,"Espanisa (tío, tía), Rusisa (дядя “dyadya”, тетя “tetya”), Pilipinasa (tiyo, tiya)",,,,
tiga,root,num,,TRUE,three,,tri,tres,,drei,,,,,"Hindi (तीन “tin”), Indonesisa (tiga)",,,,
tigabasali,derived,t,,FALSE,trilingual; trilingually,,trilingva; trilingve,trilingüe,,,,,,,tiga + basa + -li,,,,
tigades,derived,num,,FALSE,thirty,,tridek,treinta,,,,,,,tiga + des,,,,
tigadesyum,derived,t,,FALSE,thirtieth,,trideka; trideke,"trigésimo [-a, -e]",,,,,,,tiga + des + -yum,,,,
tigagon,derived,b,,FALSE,triangle,,"triangulo, trilatero",triángulo,,,,,,figura,tiga + -gon,,,,
tigagonlogi,derived,b,,FALSE,trigonometry,,trigonometrio,trigonometría,,,,,,,tiga + -gon + -logi,,,,
tigaple,derived,t,,FALSE,"triple, threefold",,triobla; trioble,triple,,,,,,,tiga + -ple,,,,
tigaxey,derived,b,,FALSE,trio,,trio,"terna, trío, tríada, triada, tríade",,,,,,,tiga + -xey,,,,
tigaya,derived,b,,FALSE,trinity,,trieco,trinidad,,,,,,,tiga + -ya,,,,
tigayen,derived,b,,FALSE,trio,,trio,"terna, trío",,,,,,,tiga + -yen,,,,
tigayum,derived,t,,FALSE,third,,tria; trie,"tercero [-a, -e], tercio [-a, -e]",,,,,,,tiga + -yum,,,,
tiketo,root,b,,TRUE,ticket,,bileto,"boleto, tíket",,,,,,xey,"Englisa (ticket), Fransesa (ticket), Doycisa (Ticket), Hindi (टिकट “tikat”), Indonesisa (tiket), Pilipinasa (tiket), Swahilisa (tiketi), Niponsa (チケット “ciketto”), Afganili Parsisa (تکت “teket”)",,,,
tim,root,b,,TRUE,team,,teamo,equipo,,,,,,,"Englisa (team), Doycisa (Team), Hindi (टीम “tim”), Indonesisa (tim), Turkisa (takım), Niponsa (チーム “cimu”), Hangusa (팀 “tim”), Parsisa (تیم “tim”), Swahilisa (timu)",,,,
tipo,root,b,,TRUE,"type, kind, sort, genus",,"tipo, speco","tipo, clase, categoría",,,,,,,"Englisa (type), Fransesa (type), Rusisa (тип “tip”), Doycisa (Typ), Espanisa (tipo), Turkisa (tip), Niponsa (タイプ “taipu”), Hangusa (타입 “taip”), Telugusa (టైపు “taipu”)",,,,
tipoli,derived,t,,FALSE,typical; typically,,tipa; tipe,"típico [-a, -que]; típicamente",,,,,,xey,tipo + -li,,,,
tir,root,b,,TRUE,arrow,,sago,flecha (_proyectil_),,,,,,,"Hindi (तीर “tir”), Parsisa (تیر “tir”)",,,,
titanyum,root,b,,TRUE,"titanium, Ti",,titano,"titanio, Ti",,,,,,kimikali monlari,"Englisa (titanium), Espanisa (titanio), Arabisa (تِيتَانْيُوم “titanyum”), Fransesa (titane), Rusisa (титан “titan”), Indonesisa (titanium), Doycisa (Titan), Niponsa (チタン “citan”, チタニウム “citaniumu”), Telugusa (టైటానియం “taytaniyam”), Turkisa (titan, titanyum), Hangusa (티탄 “titan”, 티타늄 “titanyum”, 타이타늄 “taytanyum”), Vyetnamsa (titan), Parsisa (تیتانیوم “titanyom”), Swahilisa (titiani), Pilipinasa (titanyo, titanyum)",,,,
titulo,root,b,,TRUE,"title (_book, song, etc._)",,titolo,título,,,,,,,"Doycisa (Titel), Englisa (title), Espanisa (título), Fransesa (titre), Pilipinasa (titulo), Niponsa (タイトル “taytoru”), Hangusa (타이틀 “taytul”), Parsisa (تیتر “titr”)",,,,
to,root,pn,,TRUE,it,,"ĝi, ĝin (nek vivaĵo, nek persono)","él (_cosa_), ella, elle, ello",,,,,,,"Putunhwa (他 “ta” 她 “ta”), Eslovakisa (to - hinto, to), Nepalsa (त्यो “tyo” - dento)",,,,
Tobago,proper word,su n,,TRUE,Tobago,,Tobago,Tobago,,,,,,,Englisa (Tobago),,,,
todzi,root,b.nenoj,b.oj,TRUE,investment; invest,,"investo, investado; investi",inversión; invertir,,,,,,,"Putunhwa (投资 “towdzi”), Niponsa (投資 “toxi”), Hangusa (투자 “tuja”), Vyetnamsa (đầu tư)",,,,
todziyen,derived,b,,FALSE,investor,,investanto,"inversor [a, e], inversionista",,,,,,,todzi + -yen,,,,
tofa,root,b,,TRUE,(head) hair,,"(kap)haro, hararo","cabello, pelo",,,,,,jismulogi,"Putunhwa (头发 “tóufǎ”), Vyetnamsa (tóc)",,,,
tofabroxa,derived,b,,FALSE,hairbrush,,harbroso,cepillo (para cabello),,,,,,,tofa + broxa,,,,
tofakal,derived,t,,FALSE,bald,,senhara,"calvo [-a, -e], pelón [a, e]",,,,,,,tofa + -kal,,,,
tofamon,derived,b,,FALSE,"(single) hair, strand of (head)hair",,(kap)haro,"cabello (_uno o pocos_), pelo",,,,,,,tofa + -mon,,,,
tofayen,derived,b,,FALSE,"hairdresser, hairstylist, barber",,"frizisto, hartondisto, barbiro, barbisto, razisto, kombisto","peluquero [-a, -e], estilista",,,,,,,tofa + -yen,,,,
Togo,proper word,su n,,TRUE,Togo,,"Togolando, Togolo",Togo,,,,,,dexa,Fransesa (Togo),,,,
tohin,root,b.oj,,TRUE,insult; insult,,insutlto; insulti,insulto; insultar,,,,,,,"Hindi (तौहीन “tauhin”), Arabisa (تَوْهِين “tawhin”), Parsisa (توهین “tohin”)",,,,
Tojiki,proper word,su n,,TRUE,Tajikistan,,"Taĝikio, Taĝikujo",Tayikistán,,,,,,dexa,Tojikisa (Тоҷикистон “Tojikiston”),,,,
Tojikili,derived,t,,FALSE,"Tajik, Tajikistani",,taĝika; taĝike,"tayiko [-a, -e]",,,,,,,Tojiki + -li,,,,
Tojikisa,derived,b,,FALSE,"Tajik (language), Tajiki",,la taĝika (lingvo),(idioma) tayiko,,,,,,basa,Tojiki + -sa,,,,
Tojikiyen,derived,b,,FALSE,Tajik (person),,taĝiko,"tayiko [-a, -e] (_persona_)",,,,,,,Tojiki + -yen,,,,
toka,root,b.oj,optional prep?,TRUE,knock; knock (on),,"frapeto, sonfrapo; frapi (surfacon kiel pordon)","golpe (_en la puerta_), llamada, toc; golpear, llamar, tocar (la puerta)",,,,,,,"kwasilexi - Fransesa (toc-toc), Indonesisa (ketokan), Hangusa (똑똑 “ttokttok”), Parsisa (تق تق “taq taq”), Rusisa (тук-тук “tuk-tuk”), Espanisa (tocar), Pilipinasa (tuktók), Turkisa (tak tak), Niponsa (叩く “tataku”), Arabisa (دَقَّ “daqqa”), Vyetnamsa (cốc cốc)",,,,
tokapiu,derived,b,,FALSE,woodpecker,,pegedo,"pájaro carpintero, carpinterito, picapalos, pito, pico, picamaderos, picatroncos, picapinos, chupasavia, torcecuellos, _Picidae_",,,,,,"hewan, piu",toka + piu,,,,
token,root,b,,TRUE,"token, (game) chip, counter",,ĵetono,"ficha, token",,,,,,,"Englisa (token), Indonesisa (token), Pilipinasa (token), Hindi (टोकन “tokan”), Niponsa (トークン “tokun”), Telugusa (టోకెన్ “token”), Hangusa (토큰 “tokun”)",,jeton,,
tomate,root,b,,TRUE,tomato,,tomato,"jitomate, tomate, _Solanum lycopersicum_",,,,,,"fruta, sabzi, yamxey","Englisa (tomato), Fransesa (tomate), Doycisa (Tomate), Espanisa (tomate), Indonesisa (tomat), Niponsa (トマト “tomato”), Hangusa (토마토 “tomato”), Hindi (टमाटर “ṭamāṭar”), Telugusa (టమాటో “ṭamāṭō”), Arabisa (طماطم “ṭamāṭim”), Turkisa (domates)",,,,
tomatesawsa,derived,b,,FALSE,tomato sauce,,tomatosaŭco,salsa de tomate,,,,,,,tomate + sawsa,,,,
ton,root,p,,TRUE,"(together) with, (along) with",,kun (_kune kun_),(junto) con,,,,,,,"Putunhwa (同 “tóng”), Niponsa (と “to”, と共に “to tomo ni”)",,,,
ton-,affix,lfik,,TRUE,"co-, (together) with",,kun- (_kune kun_),"co-, con-, junto con",,,,,,,Am oko ton.,,,,
tonaksyon,derived,b.nenoj,,FALSE,cooperation; cooperate,,kunago; kunagi,cooperación; cooperar,,,,,,,ton + aksyon,,,,
tonata,derived,b.oro,,FALSE,"assembly, gathering, meeting; assemble, gather, meet (with)",,"kunveno, asembleo, kunsido; kunveni","reunión, junta; reunir, juntar, reunirse, juntarse",,,,,,,ton- + ata,,,,
tonatatim,derived,b,,FALSE,assembly ,,"kunveno, kunvenantaro",asamblea,,,,,,,ton- + ata + -tim,,,,
toncu,derived,b.nenoj,,FALSE,"coalescence, joining; coalesce, get together, come together, join",,kuniĝo; kuniĝi,"unión; juntarse, unirse",,,tongocu,,,,ton + -cu,,,,
toncudu,derived,b.oj,,FALSE,"collection; collect, gather, pick",,kolekto; kolekti,recolectar,,,,,,,ton- + cudu,,,,
tonder,root,b,,TRUE,thunder,,tondro,trueno; tronar,,,,,,,"Englisa (thunder), Fransesa (tonnerre), Doycisa (Donner), Parsisa (تندر “tondar”)",,,,
tonergo,derived,b.nenoj,,FALSE,collaboration; collaborate,,kunlaboro; kunlabori,colaboración; colaborar,,,,,,,ton- + ergo,,,,
tonergoyen,derived,b,,FALSE,"colleague, co-worker",,kunlaboranto,"colega, colaborador [a, e]",,,,,,,ton- + ergo + -yen,,,,
Tonga,proper word,su n,,TRUE,Tonga,,Tongo,Tonga,,,,,,dexa,"Tongasa (Tonga), Englisa (Tonga)",,,,
Tongali,derived,t,,FALSE,Tongan,,tongana,"tongano [-a, -e]",,,,,,,Tonga + -li,,,,
Tongasa,derived,b,,FALSE,Tongan (language),,la tongana (lingvo),(idioma) tongano,,,,,,basa,Tonga + -sa,,,,
Tongayen,derived,b,,FALSE,Tongan (person),,tongano,"tongano [-a, -e] (_persona_)",,,,,,,Tonga + yen,,,,
tongi,derived,b.oj,,FALSE,"connection; join, connect, merge",,kunigo; kunigi,"junta, unión; juntar, unir, conectar",,,tongogi,,,,ton + -gi,,,,
tongibe,derived,b.oj,,FALSE,contribution; contribute,,"kontribuo; kontribui, kundoni",contribución; contribuir,,,,,,,ton- + gibe,,,,
tongilexi,derived,b,,FALSE,derived word,,kunmetita vorto,palabra derivada,,,,,,,ton- + -gi + -lexi,,,,
tongo,root,t,,TRUE,"together, along",,kuna; kune,"juntos [-as, -es], en conjunto",,,,,,,"Putunhwa (同 “tóng”), Niponsa (と “to”, と共に “to tomo ni”)",,,,
tongocu,derived,b.nenoj,,FALSE,"coalescence, joining; get together, come together, join",,kuniĝo; kuniĝi,"unión; juntarse, unirse",,,toncu,,,,tongo + -cu,,,,
tongogi,derived,b.oj,,FALSE,"connection, combination; join, connect, combine, merge",,kunigo; kunigi,"junta, unión; juntar, unir, conectar",,,tongi,,,,tongo + -gi,,,,
tongoya,derived,b,,FALSE,"togetherness, company",,kuneco,compañía,,,,,,,tongo + -ya,,,,
tongoyen,derived,b,,FALSE,"companion, company, partner",,kunulo,"compañero [-a, -e], acompañante",,,tonyen,,,,tongo + -yen,,,,
tonidi,derived,b.oj,,FALSE,accompaniment; accompany,,kuniro; kuniri,acompañar,,,,,,,ton- + idi,,,,
tonkarar,derived,b.oj,,FALSE,"agreement (_decision_), consent; agree (to), consent",,,"pacto, acuerdo; pactar, acordar",,,,,,,ton- + karar,,,,
tonlala,derived,b.oj,,FALSE,sing along,,kunkantado; kunkanti,"acompañar cantando, cantar con, corear",,,,,,,ton- + lala,,,,
tonporta,derived,b.oj,,FALSE,"take (with), bring (with)",,kunportado; kunporti,llevar (consigo),,,,,,,ton- + porta,,,,
tonpresyon,derived,b,,FALSE,compress,,"kunpremo, kompreso; kunpremi",compresión; comprimir,,,,,,,ton- + presyon,,,,
tontexto,derived,b,,FALSE,context,,kunteksto,contexto,,,,,,palalogi,ton- + texto,,,,
tonya,derived,b.oj,,FALSE,"company; be with, keep company",,kuneco; esti kuna,"compañía; acompañar, hacer compañía a",,,,,,,ton + -ya,,,,
tonyen,derived,b,,FALSE,"companion, company, partner",,kunulo,"compañero [-a, -e], acompañante",,,tongoyen,,,,ton + -yen,,,,
topazi,root,b,,TRUE,topaz,,topazo,topacio,,,,,,petra,"Englisa (topaz), Indonesisa (topaz), Turkisa (topaz), Vyetnamsa (topaz), Espanisa (topacio), Fransesa (topaze), Rusisa (топаз “topaz”), Doycisa (Topas), Pilipinasa (topasio), Arabisa (تُوبَاز “tubaz”), Niponsa (トパーズ “topazu”), Parsisa (توپاز “topaz”), Swahilisa (topazi)",,,,
topi,root,b,,TRUE,"hat, cap",,ĉapelo,"sombrero, tocado",,,,,,labas,"Hindi (टोपी “topi”), Telugusa (టోపీ “ṭōpī”), Indonesisa (topi)",,,,
topo,root,b,,TRUE,"mole, _Talpa_",,talpo,"topo, _Talpidae_",,,,,,hewan,"Espanisa (topo), Fransesa (taupe), Pilipinasa (topo)",,,,
tora,root,b,,TRUE,"device, apparatus, appliance, machine",,"maŝino, aparato","máquina, dispositivo, aparato, electrodoméstico",,,,,,,"Englisa (generator), Espanisa (computadora, generador), Fransesa (générateur), Rusisa (генератор “generator”), Doycisa (Generator), Turkisa (jeneratör), Pilipinasa (henerador)",,,,
tornado,root,b,,TRUE,tornado,,tornado,tornado,,,,,,,"Englisa (tornado), Espanisa (tornado), Doycisa (tornado), Indonesisa (tornado), Fransesa (tornade), Rusisa (торнадо “tornado”), Niponsa (トルネード “toruneido”), Hangusa (토네이도 “toneido”), Parsisa (تورنادو “tornado”)",,,,
tortiya,root,b,,TRUE,tortilla,,tortiljo,tortilla,,,,,,yamxey,Espanisa (tortilla),,,,
torus,root,b,,TRUE,torus,,toro,"toro (_geometría_), rosca, dona",,,,,,figura,"Englisa (torus), Doycisa (Torus), Indonesisa (torus), Pilipinasa, Espanisa (toro), Fransesa (tore), Rusisa (тор “tor”), Hindi (टॉरस “toras”), Arabisa (طَارَة “tara”), Niponsa (トーラス “torasu”), Telugusa (టోరస్ “toras”)",,,,
toryum,root,b,,TRUE,thorium,,torio,"torio, Th",,,,,,kimikali monlari,"Englisa (thorium), Espanisa (torio), Arabisa (ثُورْيُوم “toryum”), Fransesa (thorium), Rusisa (торий “toriy”), Indonesisa (torium), Doycisa (Thorium), Niponsa (トリウム “toriumu”), Telugusa (థోరియం “toriyam”), Turkisa (toryum), Hangusa (토륨 “toryum”), Vyetnamsa (thori), Parsisa (توریوم “toriyom”), Swahilisa (thori), Pilipinasa (toryo)",,,,
tosa,root,,,FALSE,"slaughter, massacre",,"amasbuĉado, masakro; amasbuĉi, masakri","masacre, matanza; masacrar, diezmar",,,,,,,"Putunhwa (屠杀 “tuxa”), Hangusa (屠殺 “dosal”), Niponsa (屠殺 “tosatsu”), Vyetnamsa (đồ sát)",,,,
tosifu,root,b.oj,,TRUE,description; describe,,priskribo; priskribi,descripción; describir,,,,,,,"Arabisa (وصف “wasaf”, توصیف “tawsif”, يَصِفُ‎‎ “yaṣifu”), Parsisa (توصیف “tosif”), Turkisa (tavsif)",,,,
tosu,derived,su s,,FALSE,its (_belonging to it_),,ĝia,su (_de una cosa_),,,,,,,to + -su,,,,
tosu ete,phrase,su pn,,FALSE,its (_those beings or people belonging to it_),,la ĝiaj (_tiuj de ĝi_),"suyos [-as, -es] (_seres vivos de una cosa_)",,,,,,,"to + -su, ete",,,,
tosu oto,phrase,su pn,,FALSE,its (_those things belonging to it_),,la ĝiaj (_tioj de ĝi_),"suyos [-as, -es] (_cosas que pertenecen a esa cosa_)",,,,,,,"to + -su, oto",,,,
tosu te,phrase,su pn,,FALSE,its (_that person or being belonging to it_),,la ĝia (_tiu de ĝi_),"suyo [-a, -e] (_ser vivo de una cosa_)",,,,,,,"to + -su, te",,,,
tosu to,phrase,su pn,,FALSE,its (_that thing belonging to it_),,la ĝia (_tio de ĝi_),"suyo [-a, -e] (_cosa que pertenece a esa otra cosa_)",,,,,,,"to + -su, to",,,,
total,root,t,,TRUE,"entire, entirely, whole, all, quite (a), absolute, absolutely",,tuta; tute,"entero [-a, -e], total, absoluto [-a, -e]",,,,,,,"Englisa (total), Fransesa (total), Espanisa (total), Rusisa (тотальный “totalniy”)",,,,
total dur ,phrase,jm p,,FALSE,throughout,,tute dum,"(durante) todo [-a, -e]",,,dur total,,,,"total, dur",,,,
total wey,phrase,jm p,,FALSE,"all around, all over, throughout",,tute ĉirkaŭ,"por todas partes, por todos lados",,,wey total,,,,"total, wey",,,,
totalglobali,derived,t,,FALSE,"universal, worldwide; universally",,tutmonda; tutmonde,"universal, mundial; universalmente, mundialmente",,,,,,,total + globa + -li,,,,
totalmo,derived,m,,FALSE,"totally, quite",,tute,"totalmente, completamente, enteramente",,,,,,,total + -mo,,,,
totalya,derived,b,,FALSE,"(the) entire thing, (the) whole thing, total, totality, sum",,"tuteco, tuto","todo, total, totalidad",,,,,,,total + -ya,,,,
totalyakin,derived,t,,FALSE,"definite, absolute; definitely, absolutely",,tutcerta; tutcerte,"seguro [-a, -e], definitivo [-a, -e], con certeza; seguramente, definitivamente",,,,,,,total + yakin,,,,
towa,root,b,,TRUE,tower,,turo,torre,,Turm,,,,kostruixey,"Englisa (tower), Fransesa (tour), Doycisa (Turm), Espanisa (torre), Pilipinasa (tore), Putunhwa (塔楼 “tǎlóu”), Niponsa (タワー “tawā”), Hangusa (타워 “tawo”), Hindi (टावर “ṭāvar”)",,,,
trafiko,root,b,,TRUE,traffic (_of vehicles_),,trafiko,"tránsito, tráfico (vehicular)",,Verkehr,,,,,"Englisa (traffic), Espanisa (tráfico), Fransesa (trafic), Rusisa (трафик “trafik”), Pilipinasa (trapiko), Swahilisa (trafiki), Hindi (ट्रैफिक “trafik”), Telugusa (ట్రాఫిక్ “trafik”), Turkisa (trafik), Parsisa (ترافیک “terâfik”)",,,,
tragedi,root,b,,TRUE,tragedy,,tragedio,tragedia,,Tragödie,,,,,"Englisa (tragedy), Espanisa (tragedia), Fransesa (tragédie), Rusisa (трагедия “tragediya”), Doycisa (Tragödie), Indonesisa (tragedi), Pilipinasa (trahedya, trahediya, tragedy), Arabisa (تْرَاجِيدْيَا “trajidya”), Turkisa (trajedi), Parsisa (تراژدی “terajedi”)",,tragédie,трагедия,
trampolin,root,b,,FALSE,trampoline,,"saltotabulo, trampolino","trampolín, cama elástica",,,,,,yuxitul,"Englisa (trampoline), Fransesa (trampoline), Doycisa (Tralpolin), Indonesisa (trampolin), Pilipinasa (trampolin, trampolina), Hindi (ट्रेम्पोलिन “trempolin”), Niponsa (トランポリン “toramporin”), Turkisa (trambolin), Hangusa (트램펄린 “turempollin”), Parsisa (ترامپولین “terâmpolin”), Swahilisa (turubali)",,,,
tramu,root,b,,TRUE,"tramway, tram, trolley",,tramo,tranvía,,,,,,calyo,"Englisa (tramway), Espanisa (tranvía), Fransesa (tram), Rusisa (трамвай “tramvay”), Doycisa (Tram), Indonesisa (trem), Pilipinasa (trambiya), Hindi (ट्राम “tram”), Arabisa (تْرَامْوَاي “tramway”), Niponsa (トラム “toramu”), Turkisa (tramvay), Hangusa (트램 “turem”), Parsisa (تراموای “tramvay”)",,,,
trankwilo,root,t,,TRUE,calm; calmly,,trankvila; trankvile,"tranquilo [-a, -e]; tranquilamente",,,,,,,"Englisa (tranquil), Fransesa (tranquille), Nederisa (tranquillizer), Rusisa (транквильный “trankvilniy”), Espanisa (tranquilo), Azerbayjansa (trankvilizatorlar), Hindi, Parsisa",,,,
trankwilogi,derived,b.oj,,FALSE,"tranquilize, calm",,trankviligo; trankviligi,tranquilizar,,,,,,,trankwilo + -gi,,,,
trankwilogitul,derived,b,,FALSE,tranquilizer,,trankviligilo,tranquilizante,,,,,,,trankwilo + -gi + -tul,,,,
trankwiloya,derived,b,,FALSE,"tranquility, calmness",,trankvileco,tranquilidad,,,,,,,trankwilo + -ya,,,,
trapesi,root,b,,TRUE,"trapezium, trapezoid (_two parallel sides_)",,trapezo,"trapecio, trapezoide",,,,,,figura,"Englisa (trapezium, trapezoid), Espanisa (trapecio), Fransesa (trapèze), Rusisa (трапеция “trapetsiya”), Doycisa (Trapez), Portugalsa (trapézio), Italisa (trapezio), Indonesisa (trapesium), Pilipinasa (trapesoid), Banglasa (ট্রাপিজিয়াম “trabiziyama”), Azerbayjansa (trapesiya)",,,,
tras,root,p,,TRUE,across,,trans,"cruzando, en frente",,,,,,,"Englisa (trans-), Doycisa (trans-), Fransesa (trans-), Espanisa (trans-, tras), Indonesisa (trans-), Italisa (tras), Rusisa (транс- “trans-”), Niponsa (トランス “toransu”), Parsisa (ترا “tarâ”)",,,,
tras-,affix,lfik,,TRUE,"trans-, across",,trans-,tra(n)s-,,,,,,,Am oko tras.,,,,
trasatlantikoli,derived,t,,FALSE,transatlantic,,transatlantika; transatlantike,"transatlántico [-a, -que]",,,,,,,tras- + atlantiko + -li,,,,
trascu,derived,b.nenoj,,FALSE,"get across, go across",,"transiĝo, transiro; transiĝi, transiri",cruzar,,,,,,,tras + -cu,,,,
trasgi,derived,b.oj,,FALSE,"put across, take across",,"transigo, transmeto; transigi, transmeti",hacer cruzar,,,,,,,tras + -gi,,,,
trasidi,derived,b.oj,,FALSE,"cross, go across",,transiro; transiri,cruzar,,,,,,,tras- + idi,,,,
trasjensili,derived,t,,FALSE,"transgender, transsexual",,"transseksa, transgenra",trans(género),,,trasli,,,,tras- + jensi + -li,,,,
trasli,derived,t,,FALSE,"across, of the other side, trans, transgender",,"transa, transgenra; transe, aliflanke","cruzando, del otro lado, trans, transgénero",,,,,,,tras + -li,,,,
traspasa,derived,b.oj,,FALSE,pass through,,transpaso; transpasi,"traspaso, cruce; traspasar, cruzar",,,,,,,tras- + pasa,,,,
trasplanta,derived,b.oj,,FALSE,transplant,,transplantado; transplanti,trasplante; trasplantar,,,,,,medis,"tras- + planta. Englisa (transplant), Espanisa (trasplantar), Fransesa (transplanter), Doycisa (transplantieren)","Putunhwa (移植), Niponsa (移植), Hangusa (이식)",,,
trasporta,derived,b.oj,,FALSE,transportation; transport,,"transporto, transportado; transporti","transportación, transporte; transportar",,,,,,,"tras- + porta. Englisa (transportation), Espanisa (transportar), Fransesa (transporte), Doycisa (Transport), Indonesisa (transportasi), Rusisa (транспортировать “transportirovat”), Parsisa (ترانسپورت “trânsport”)",,,,
trasya,derived,b.oj,,FALSE,"be across, be on the other side (of)",,esti trans,"estar enfrente, estar al otro lado",,,,,,,tras + -ya,,,,
trawma,root,b,,TRUE,trauma,,traŭmato,trauma,,Trauma,,,,medis,"Englisa (trauma), Espanisa (trauma), Fransesa (trauma), Doycisa (Trauma), Indonesisa (trauma), Pilipinasa (trauma), Rusisa (травма “trávma”), Niponsa (ラウマ “torauma”), Turkisa (travma), Hangusa (트라우마 “tulauma”), Parsisa (تروما “teroma”)",,"traumatisme, trauma",травма,
treme,root,b.oro,,TRUE,shake,,"tremo; tremi, tremigi","sacudida, temblor; sacudir, sacudirse, temblar",,,,,,,"Englisa (tremble), Portugalsa (tremer), Espanisa (estremecer), Rusisa (трепетать “trepetat”), Turkisa (titre- (titreme))",,,,
tremecu,derived,b.nenoj,,FALSE,"tremble, shake",,"tremo, tremiĝo; tremi, tremiĝi",temblar,,,,,,,treme + -cu,,,,
tren,root,b,,TRUE,train,,trajno,"tren, ferrocarril",,"Zug, Bahn",,,,calyo,"Englisa (train), Hindi (ट्रेन “tren”), Espanisa (tren), Fransesa (train), Niponsa (トレーン “toren”), Turkisa (tren), Parsisa (ترن “tran”), Swahilisa (treni), Pilipinasa (tren)",,train,поезд,"列车, 火车"
trendom,derived,b,,FALSE,(train) station,,"trajnstacio, fervoja stacio, fervoja stacidomo",estación de tren,,,,,,,tren + -dom,,,,
